risk_probability,risk_class,osmid,shap_Lighting_high,shap_Visibility_high,shap_Connectivity_high,shap_Enclosure_high,shap_Land Use_high,shap_Transit Proximity_high,shap_Lighting_low,shap_Visibility_low,shap_Connectivity_low,shap_Enclosure_low,shap_Land Use_low,shap_Transit Proximity_low,shap_Lighting_medium,shap_Visibility_medium,shap_Connectivity_medium,shap_Enclosure_medium,shap_Land Use_medium,shap_Transit Proximity_medium
1.0,high,4743390,0.006363607029956447,0.2081097653109179,-0.09286012000952426,0.15382360303856782,-0.006055660254449577,0.089848869304749,-0.00746870836672988,-0.10739698181769249,0.05415477699634481,-0.08597814761017572,-0.008018000279855149,-0.06008506222332428,0.0011051013367734779,-0.10071278349322524,0.03870534301317974,-0.06784545542839193,0.014073660534305001,-0.029763807081424433
1.0,high,"[1391552737, 1433177571]",0.0066517634407565335,0.1178003095512746,-0.11327280939256906,0.11859562065968512,-0.02594195654387039,0.25539713669843184,-0.009046677339126535,-0.07804126607943747,0.0630589287482188,-0.0853488329767309,0.002367504461557605,-0.10778178011591424,0.0023949138983701233,-0.039759043471836925,0.05021388064435062,-0.03324678768295366,0.023574452082313138,-0.147615356582517
1.0,high,4743390,0.00782694696990402,0.23117272674073033,-0.31545011808824347,0.13638332463043204,0.006497441630444023,0.29279974250150476,-0.007451275900995195,-0.12274222089728413,0.15835337898153218,-0.1013150400692191,-0.018109582615294596,-0.12352738280017185,-0.00037567106890872004,-0.10843050584344599,0.15709673910671154,-0.03506828456121246,0.01161214098485085,-0.1692723597013325
1.0,high,4743390,0.006304023674591652,0.18931173312337662,-0.2332395572650572,0.0798627540224135,0.00626550543924052,0.310725605425664,-0.006686014056000694,-0.1054925670177075,0.11379127544006769,-0.08140133046350219,-0.014639100529915332,-0.12036438667437462,0.00038199038140913216,-0.08381916610566906,0.1194482818249898,0.0015385764410890072,0.008373595090674974,-0.1903612187512893
1.0,high,352987332,0.007584895046638562,0.15903848455843123,-0.08144958864132021,0.10533891119087918,-0.014778989054756771,0.1834963513203603,-0.006706647806453719,-0.09549624940995181,0.052165545898889824,-0.06906434137682362,-0.0014932332415576862,-0.09419719736553565,-0.0008782472401849886,-0.06354223514847952,0.02928404274243032,-0.03627456981405566,0.016272222296314417,-0.08929915395482456
1.0,high,4743390,0.007219837263088891,0.2102120904233212,-0.13935115652199095,0.1217534538988031,0.00580733625382748,0.15358850310318334,-0.006445564031481485,-0.1037042670019736,0.07700678584759556,-0.08135366125662694,-0.011585396644917405,-0.08871002021402886,-0.000774273231607274,-0.10650782342134753,0.06234437067439552,-0.040399792642176094,0.005778060391089877,-0.06487848288915449
1.0,high,4743390,0.006304023674591652,0.18931173312337662,-0.2332395572650572,0.0798627540224135,0.00626550543924052,0.310725605425664,-0.006686014056000694,-0.1054925670177075,0.11379127544006769,-0.08140133046350219,-0.014639100529915332,-0.12036438667437462,0.00038199038140913216,-0.08381916610566906,0.1194482818249898,0.0015385764410890072,0.008373595090674974,-0.1903612187512893
1.0,high,4743393,0.007022935914635542,0.16337516084228654,-0.02688125467644857,0.11960857809719994,-0.006365260557472691,0.1024699048000321,-0.006817487131863649,-0.084674646970019,0.016891600320681235,-0.07357827107246423,-0.005633439027676316,-0.06097987942009072,-0.00020544878277156675,-0.0787005138722676,0.009989654355767262,-0.046030307024735706,0.011998699585149066,-0.04149002537994148
1.0,high,4743390,0.007439584502034441,0.22108587326638535,-0.08753574908841832,0.12066507467050941,0.038707459718338645,0.05886782135138167,-0.0077890150747753975,-0.10786046806608686,0.050180883929979596,-0.07858140126288807,-0.027145746994321335,-0.043596375833340494,0.0003494305727409393,-0.11322540520029811,0.037354865158438944,-0.04208367340762072,-0.011561712724016904,-0.015271445518040785
1.0,high,241618932,0.007300349825028418,0.21462576717407006,0.04052669527623006,0.08420100442089751,0.05034135453645971,-0.037765106812491955,-0.00761579766496448,-0.09476072260830502,-0.01667682484225017,-0.07198334737267617,-0.02962610998802032,0.005870679174783501,0.0003154478399361865,-0.11986504456576519,-0.02384987043398023,-0.01221765704822142,-0.02071524454843977,0.03189442763770803
1.0,high,12373447,0.008159295224757793,0.12236639776179989,-0.03627300203542638,0.16006924266545255,-0.01680471825789956,0.12171136503655275,-0.010468218584013152,-0.07208143543588501,0.0167210968979256,-0.08904142787712094,-0.002338655205167595,-0.05758348309717157,0.0023089233592552237,-0.05028496232591452,0.019551905137500717,-0.07102781478833131,0.019143373463067322,-0.06412788193938095
1.0,high,1028683570,0.00865370223700039,0.15066645955064042,0.02013662884250128,0.11009105683995954,0.012937034051040436,0.05674518289909069,-0.007932476311226073,-0.07590958124898783,-0.010141788467286668,-0.06982162050953276,-0.014475544487020727,-0.03651111227737858,-0.0007212259257742965,-0.07475687830165238,-0.009994840375214658,-0.040269436330426706,0.0015385104359803524,-0.020234070621712306
1.0,high,230770489,0.007696281418505757,0.13827668643522925,0.016064392760501124,0.1935979388311252,0.03732857649688409,-0.033733811522013046,-0.007189405774952966,-0.08689651353867875,-0.012900752568622179,-0.0941354855561963,-0.022090329404838484,0.008420363541855887,-0.0005068756435528329,-0.05138017289655057,-0.003163640191879091,-0.09946245327492893,-0.015238247092045746,0.02531344798015716
1.0,high,1028683570,0.009120896845588783,0.26240698288449077,-0.019914220863006996,0.20146529084476758,0.007957199799986353,-0.1018061021099323,-0.010172321583368275,-0.120812872837575,0.015018111212982632,-0.10981156214729072,-0.016830829945653016,0.02781735199947173,0.0010514247377791074,-0.14159411004691555,0.004896109650024575,-0.09165372869747647,0.008873630145667052,0.0739887501104609
1.0,high,"[886800835, 1433177572]",0.007515077604480266,0.16783261725305532,0.10208696651711635,0.10281006600915735,0.02254064797046562,-0.043555310934042274,-0.006730158141250525,-0.08295811545064462,-0.03860972130523632,-0.07717490280253489,-0.017786509371806092,0.00846728377003974,-0.0007849194632296337,-0.08487450180241067,-0.06347724521187989,-0.025635163206622548,-0.004754138598659476,0.03508802716400246
1.0,high,230770489,0.005949968317176618,0.10382132254858506,0.003153848500338622,0.16826732128731536,0.0007752605190181443,0.07726234324779893,-0.006025138947927035,-0.061269495905448786,-0.008998517105406017,-0.073442189969249,-0.0075466633138529995,-0.05751011805954888,7.517063075060393e-05,-0.042551826643136295,0.005844668605067414,-0.09482513131806644,0.006771402794834781,-0.01975222518825004
1.0,high,"[1433177571, 4750638]",0.007502172553869729,0.2206416870143239,-0.0804709611664032,0.12701937925599488,0.007737344216340623,0.07680044254610666,-0.007192195921191281,-0.10768480315915234,0.050530717511018126,-0.08423671689828326,-0.012196746080994036,-0.054012378752829854,-0.0003099766326785901,-0.11295688385517147,0.029940243655385012,-0.04278266235771151,0.004459401864653415,-0.022788063793276844
1.0,high,230770489,0.005510355997551994,0.11326173987603586,0.0005509781622139442,0.13242961870309453,0.01388390543428613,0.0935934662470502,-0.005563047654591771,-0.06389161174752342,-0.006279492234205819,-0.06410123588115425,-0.012486098768007218,-0.06247063701595023,5.269165703980852e-05,-0.04937012812851228,0.005728514071991833,-0.0683283828219404,-0.0013978066662789354,-0.031122829231099988
