osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,risk_class,risk_probability
26213715,0,0.4949,6,0.48521533062724537,0.1811,211.34,218.57,211.34,0.0,0.17318710099852677,0.25,0.77648617488677,0.30053103219382676,0.47311020036429874,high,1.0
"[1216632099, 888909893, 164379590]",0,0.3983,6,0.48652251331599755,0.2949,131.26,138.37,131.26,0.0,0.015059747912915348,0.25,0.7785780487864575,0.48937935612346495,0.29077868852459016,high,1.0
16873649,0,0.3891,6,0.3873940614088301,0.3224,132.29,142.85,132.29,0.0,0.0,0.25,0.6199435877846979,0.5350149352804514,0.29312386156648446,high,1.0
"[1216632090, 336799975]",0,0.4672,6,0.3918320467907794,0.2275,268.07,295.7,268.07,0.0,0.12784416434768375,0.25,0.6270456599491914,0.3775307002987056,0.6022768670309654,high,1.0
"[1379126816, 336799988, 29697432]",1,0.6433,6,0.2589868596268463,0.3204,273.97,391.99,273.97,0.1,0.4161073825503355,0.25,0.4144545798205139,0.5316959840690342,0.6157103825136613,high,1.0
56457764,0,0.7389,11,0.13426851224096248,0.1201,8.12,8.12,11.83,0.0,0.5725978065149779,0.875,0.21486881575433103,0.19930302024560237,0.010405282331511839,low,1.0
"[56457764, 56457775]",0,0.5554,11,0.3089089036843867,0.1112,20.4,20.4,21.66,0.0,0.272221312817155,0.875,0.49434442374333026,0.18453368735479586,0.038365209471766845,medium,0.9999
1017404905,0,0.8237,8,0.05232970631858862,0.12,48.17,48.17,53.06,0.0,0.7114093959731543,0.5,0.0837428063943108,0.1991370726850315,0.10159380692167579,low,0.9998
24702685,0,0.6928,8,0.23040439170407498,0.0,33.48,38.9,33.48,0.0,0.4971353740383041,0.5,0.3687142872426061,0.0,0.06814663023679417,high,0.617
56457764,0,0.7389,11,0.1342685122409625,0.1201,8.12,8.12,11.83,0.0,0.5725978065149779,0.875,0.2148688157543311,0.19930302024560237,0.010405282331511839,low,1.0
164384927,0,0.4814,10,0.36661123084561686,0.0892,134.79,134.79,135.03,0.0,0.15108855786544442,0.75,0.5866849918815389,0.14802522402920676,0.298816029143898,high,1.0
23859246,0,0.5515,8,0.2935418429715604,0.558,156.21,161.12,156.21,0.0,0.26583728924537564,0.5,0.46975264059268207,0.9259873879853967,0.3475865209471767,high,0.9993
23859281,0,0.5358,9,0.4541411758619172,0.4624,122.91,127.96,122.91,0.0,0.2401375020461615,0.625,0.7267584559781821,0.7673415200796547,0.27176684881602914,high,1.0
164384927,0,0.652,12,0.22966217167652753,0.1541,100.82,100.82,101.33,0.0,0.43034866590276644,1.0,0.3675265185268698,0.25572519083969464,0.22147085610200365,low,1.0
"[693056490, 693056491]",1,0.6379,9,0.2292839481546267,0.2111,67.34,67.34,70.76,0.1,0.4072679652971027,0.625,0.3669212504793962,0.3503153003650846,0.14524134790528234,medium,1.0
21797959,0,0.5447,9,0.33836086607493976,0.2206,11.08,11.08,13.1,0.0,0.254706171222786,0.625,0.5414761612957822,0.3660803186193163,0.0171448087431694,medium,0.8593
1423850026,0,0.7181,7,0.23537912366159333,0.1814,95.76,119.17,95.76,0.0,0.5385496807988214,0.375,0.3766753106170878,0.3010288748755393,0.20994990892531878,high,0.9999
1423850027,0,0.7432,5,0.22368112069116083,0.2583,127.02,127.02,127.37,0.0,0.5796366017351449,0.125,0.3579550909393974,0.4286425489545303,0.2811247723132969,high,1.0
633809114,0,0.7645,5,0.25021076178494583,0.0187,62.86,62.86,63.43,0.0,0.6145031920117858,0.125,0.40041026132200297,0.031032193826750747,0.1350409836065574,high,1.0
10816178,0,0.4636,7,0.4831476824738978,0.4472,121.39,261.9,121.39,0.0,0.12195121951219513,0.375,0.7731773342457928,0.7421174908728841,0.2683060109289618,high,1.0
718818824,0,0.7517,9,0.18776597656933797,0.3505,20.59,175.29,20.59,0.0,0.593550499263382,0.625,0.3004803758606085,0.5816461998008629,0.03879781420765027,low,1.0
718818824,0,0.7719,10,0.11295711769620684,0.0,65.48,92.87,65.48,0.0,0.626616467506957,0.75,0.18076436318031977,0.0,0.14100637522768672,low,0.9999
