osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,pedestrian_priority_score,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,pedestrian_priority_score_norm,risk_class,risk_probability
558473730,0,0.5971,10,0.24068117039868886,0.5,266.07,271.07,266.07,0.4725,0.0,0.4962490622655663,0.46153846153846156,0.3263530107973666,0.49994999499949994,0.2538868515547406,0.5138121546961325,medium,0.9998
1383244848,0,0.7172,12,0.10407645595955757,0.5,313.75,318.87,313.75,0.6525,0.0,0.646411602900725,0.6153846153846154,0.14112233521363382,0.49994999499949994,0.2994212697685079,0.9116022099447513,low,0.5433
1383244848,0,0.8047,9,0.34807207248156097,0.5,312.28,312.28,336.91,0.6525,0.0,0.7558139534883721,0.38461538461538464,0.4719708939431234,0.49994999499949994,0.29801741920696767,0.9116022099447513,medium,0.8504
1383244851,0,0.9457,8,0.34807207248156097,0.5,304.19,304.19,337.18,0.6925,0.0,0.9321080270067517,0.3076923076923077,0.4719708939431234,0.49994999499949994,0.29029146611658646,1.0,low,0.9949
1411467511,0,0.9453,9,0.34807207248156097,0.5,306.83,306.83,346.57,0.6925,0.0,0.9316079019754939,0.38461538461538464,0.4719708939431234,0.49994999499949994,0.2928126671250668,1.0,low,0.9864
27880403,0,0.3683,7,0.46572237758426654,0.5,248.72,248.72,257.24,0.6925,0.0,0.21017754438609654,0.23076923076923078,0.631500128247235,0.49994999499949994,0.237317594927038,1.0,medium,0.9987
27880406,0,0.6731,8,0.2474603940609019,0.0784,183.85,189.48,183.85,0.6925,0.0,0.5912728182045511,0.3076923076923077,0.3355453742091321,0.0783078307830783,0.17536672014668808,1.0,low,0.9994
200077861,0,0.7234,10,0.17667519703565449,0.0784,136.71,142.34,136.71,0.6525,0.0,0.6541635408852214,0.46153846153846156,0.23956340228270562,0.0783078307830783,0.1303480021392009,0.9116022099447513,low,0.9999
200077861,0,0.7023,10,0.2161035749362391,0.1224,217.79,223.74,217.79,0.6525,0.0,0.6277819454863716,0.46153846153846156,0.2930267480074994,0.1223122312231223,0.20777943311177327,0.9116022099447513,low,0.9886
196025362,0,0.8747,10,0.09331095851490348,0.0648,160.01,167.9,160.01,0.5125,0.0,0.8433358339584897,0.46153846153846156,0.12652473971441874,0.0647064706470647,0.15259951103980443,0.6022099447513811,low,0.9999
335654455,0,0.9347,11,0.0012102902606755514,0.0648,183.14,184.57,183.14,0.4725,0.0,0.9183545886471616,0.5384615384615384,0.0016398184839331433,0.0647064706470647,0.17468866987546797,0.5138121546961325,low,1.0
27889593,0,0.9909,11,0.01787225308686337,0.5,174.36,182.24,174.36,0.6525,0.0,0.9886221555388846,0.5384615384615384,0.024232791526756024,0.49994999499949994,0.16630376652150664,0.9116022099447513,low,1.0
361136021,0,0.8055,10,0.01787225308686337,0.1242,93.08,93.08,98.08,0.6525,0.0,0.7568142035508876,0.46153846153846156,0.024232791526756024,0.12411241124112411,0.08868133547253419,0.9116022099447513,low,1.0
1035952516,0,0.8964,11,0.01414952526479604,0.0076,226.78,226.78,228.53,0.5125,0.0,0.8704676169042259,0.5384615384615384,0.01918491750332218,0.007500750075007501,0.21636488654595465,0.6022099447513811,low,1.0
106154434,0,0.8622,9,0.058507407591636265,0.1318,11.54,17.34,11.54,0.5525,0.0,0.8277069267316828,0.38461538461538464,0.07933247935431113,0.13171317131713173,0.010810604324241729,0.6906077348066298,low,1.0
361131005,0,1.0,7,0.03180282944595436,0.4946,28.35,28.35,34.44,0.5525,0.0,1.0,0.23076923076923078,0.04312211083655897,0.4945494549454945,0.026864160745664303,0.6906077348066298,low,1.0
67502587,0,0.6881,7,0.03082435864752528,0.3563,7.95,7.95,45.16,0.5525,0.0,0.6100275068767192,0.23076923076923078,0.041795342519842266,0.3562356235623563,0.007382152952861183,0.6906077348066298,low,1.0
"[27880411, 910253716]",0,0.625,9,0.0676080550653272,0.2889,10.03,10.03,11.62,0.4725,0.0,0.5311327831957989,0.38461538461538464,0.0916726030954452,0.28882888288828884,0.009368553747421498,0.5138121546961325,low,0.9863
67502762,0,1.0,11,0.0296211692187856,0.1096,50.19,68.47,50.19,0.4725,0.0,1.0,0.5384615384615384,0.04016386448736219,0.10951095109510951,0.04772136908854764,0.5138121546961325,low,1.0
27880411,0,0.7757,14,0.029621169218785597,0.0471,9.06,9.06,11.43,0.4725,0.0,0.7195548887221803,0.7692307692307693,0.040163864487362186,0.047004700470047005,0.008442203376881351,0.5138121546961325,low,0.9996
67502781,0,0.905,10,0.029621169218785597,0.0471,39.48,39.48,40.42,0.4625,0.0,0.8812203050762691,0.46153846153846156,0.040163864487362186,0.047004700470047005,0.037493314997326,0.4917127071823205,low,1.0
67502762,0,1.0,11,0.0296211692187856,0.1096,50.19,68.47,50.19,0.4725,0.0,1.0,0.5384615384615384,0.04016386448736219,0.10951095109510951,0.04772136908854764,0.5138121546961325,low,1.0
67502785,0,0.8992,9,0.03482581499446793,0.1096,84.55,101.08,84.55,0.4625,0.0,0.8739684921230307,0.38461538461538464,0.04722116157379054,0.10951095109510951,0.0805351822140729,0.4917127071823205,low,1.0
67502760,0,0.8802,7,0.1768336171585722,0.1902,200.32,200.32,218.8,0.6925,0.0,0.8502125531382845,0.23076923076923078,0.23977821380304434,0.19011901190119013,0.19109557643823058,1.0,low,1.0
120939163,0,0.8325,11,0.004388291437114513,0.7506,245.34,257.62,245.34,0.5525,0.0,0.7905726431607902,0.5384615384615384,0.0059490643788102536,0.7505750575057506,0.23408969363587748,0.6906077348066298,low,0.9501
"[1020974586, 1388227076]",0,0.9433,9,0.008696159642764628,0.5,116.61,142.83,116.61,0.5575,0.0,0.9291072768192048,0.38461538461538464,0.011790365986404521,0.49994999499949994,0.1111524944609978,0.7016574585635359,low,1.0
106845829,0,1.0,7,0.023082707627465362,0.5,14.57,14.57,16.6,0.6925,0.0,1.0,0.23076923076923078,0.03129796507231534,0.49994999499949994,0.013704255481702194,1.0,low,1.0
67502790,0,0.788,10,0.09393583263833166,0.0065,20.14,48.39,20.14,0.6525,0.0,0.7349337334333584,0.46153846153846156,0.12737204470321523,0.0064006400640064,0.019023607609443046,0.9116022099447513,low,1.0
1388227071,0,1.0,8,0.0058822139474671185,1.0,209.36,220.86,209.36,0.5575,0.0,1.0,0.3076923076923077,0.00797476515347613,1.0,0.199728779891512,0.7016574585635359,low,0.9999
120939158,0,1.0,7,0.0058822139474671185,1.0,223.7,235.44,223.7,0.5925,0.0,1.0,0.23076923076923078,0.00797476515347613,1.0,0.21342348536939415,0.7790055248618785,low,1.0
"[27885056, 354087240]",0,1.0,4,0.04098485471906703,0.501,459.67,459.67,463.68,0.495,0.0,1.0,0.0,0.05557257970616312,0.5009500950095009,0.4387749255099702,0.56353591160221,low,0.9994
"[108756225, 354087243, 108756227, 108756236]",0,1.0,5,0.04098485471906703,0.501,512.36,512.36,515.44,0.555,0.0,1.0,0.07692307692307693,0.05557257970616312,0.5009500950095009,0.4890938956375583,0.696132596685083,low,0.9995
27880378,0,0.4245,7,0.5533416411502015,0.5,134.26,134.61,134.26,0.5925,0.0,0.2804451112778194,0.23076923076923078,0.7503084391543888,0.49994999499949994,0.12800825120330048,0.7790055248618785,medium,0.9797
27889343,0,0.4118,6,0.6003494454912316,0.5,81.38,81.38,83.19,0.5925,0.0,0.2645661415353838,0.15384615384615385,0.8140491921111747,0.49994999499949994,0.07750783100313241,0.7790055248618785,medium,0.9866
309593510,0,0.4546,8,0.5531955392330231,0.3095,277.76,277.76,362.5,0.5275,0.0,0.31807951987996996,0.3076923076923077,0.7501103306415594,0.30943094309430946,0.2650508060203224,0.6353591160220994,high,0.7715
28875356,0,0.7914,6,0.09999837487997722,0.5,309.99,315.91,309.99,0.5925,0.0,0.7391847961990496,0.15384615384615385,0.13559261600476644,0.49994999499949994,0.29583046833218735,0.7790055248618785,low,0.9965
364806788,0,0.4179,7,0.5512692037708863,0.4436,301.1,301.1,388.56,0.5925,0.0,0.2721930482620655,0.23076923076923078,0.7474982947354963,0.44354435443544354,0.287340514936206,0.7790055248618785,high,0.6776
27880378,0,0.3932,6,0.49925202707510236,0.5,52.52,52.69,52.52,0.5925,0.0,0.24131032758189547,0.15384615384615385,0.6769650278502474,0.49994999499949994,0.049946519978608,0.7790055248618785,medium,0.9998
826904275,0,0.3355,6,0.5230527224113408,0.3959,267.19,267.19,272.95,,0.0,0.16916729182295576,0.15384615384615385,0.7092378443089975,0.3958395839583958,0.25495645198258077,0.6906077348066298,high,0.7094
27889347,0,0.3545,6,0.6479566786298644,0.4836,133.66,133.66,139.37,0.5925,0.0,0.1929232308077019,0.15384615384615385,0.8786027471853702,0.48354835483548353,0.1274352509741004,0.7790055248618785,high,0.6358
27889356,0,0.3559,10,0.5316689393027471,0.5,56.09,71.01,56.09,,0.0,0.19467366841710426,0.46153846153846156,0.7209210990365076,0.49994999499949994,0.053355871342348545,0.6906077348066298,medium,0.6712
30912611,0,0.9579,8,0.06189269056123413,0.5,55.74,61.79,55.74,,0.0,0.947361840460115,0.3076923076923077,0.08392279129248457,0.49994999499949994,0.05302162120864849,0.6906077348066298,low,1.0
27889356,0,0.4163,11,0.4947154076795894,0.5,99.81,102.87,99.81,,0.0,0.27019254813703425,0.5384615384615384,0.6708135485331,0.49994999499949994,0.09510848804339524,0.6906077348066298,medium,0.8087
129799374,0,0.4998,9,0.5709032498444789,0.5,61.36,63.81,61.36,,0.0,0.374593648412103,0.38461538461538464,0.7741212969765662,0.49994999499949994,0.05838872335548935,0.6906077348066298,medium,0.9774
27889356,0,0.4143,12,0.5350816724982225,0.5,68.7,100.55,68.7,,0.0,0.2676919229807452,0.6153846153846154,0.7255486324124997,0.49994999499949994,0.06539842615937047,0.6906077348066298,high,0.5556
27889356,0,0.3472,12,0.5239424548820804,0.5,103.37,140.42,103.37,,0.0,0.18379594898724683,0.6153846153846154,0.7104442869074138,0.49994999499949994,0.09850828940331578,0.6906077348066298,high,0.9337
129799372,0,0.4679,9,0.5784154381807307,0.5,110.92,140.79,110.92,,0.0,0.3347086771692923,0.38461538461538464,0.7843075319564444,0.49994999499949994,0.10571854228741692,0.6906077348066298,medium,0.7437
129799377,0,0.47,7,0.49057282486689974,0.5,30.69,38.4,30.69,0.5925,0.0,0.3373343335833958,0.23076923076923078,0.665196367484799,0.49994999499949994,0.02909886163954466,0.7790055248618785,medium,0.9999
27880378,0,0.3937,10,0.5405221891984684,0.5,82.81,83.47,82.81,0.5925,0.0,0.24193548387096772,0.46153846153846156,0.732925761291607,0.49994999499949994,0.07887348154939264,0.7790055248618785,medium,0.9058
129799377,0,0.4607,7,0.4906807367813317,0.5,27.08,27.08,34.9,0.5925,0.0,0.32570642660665167,0.23076923076923078,0.6653426918404103,0.49994999499949994,0.025651310260524106,0.7790055248618785,medium,0.9999
27889360,0,0.2002,6,0.7052199979385263,0.3509,368.66,368.66,403.05,0.5925,0.0,0.0,0.15384615384615385,0.9562495792530638,0.35083508350835085,0.35186034074413636,0.7790055248618785,high,1.0
309593510,0,0.302,6,0.6022138759101229,0.4142,345.69,345.69,428.89,0.5275,0.0,0.12728182045511377,0.15384615384615385,0.8165772871881859,0.41414141414141414,0.32992398196959277,0.6353591160220994,high,0.9998
28875344,0,0.42,8,0.47656351504904176,0.5,134.76,134.76,140.61,,0.0,0.27481870467616903,0.3076923076923077,0.6462002886695256,0.49994999499949994,0.12848575139430057,0.6906077348066298,medium,0.9836
27889367,0,0.7259,7,0.17890891410211893,0.5,310.96,319.36,310.96,0.5925,0.0,0.6572893223305827,0.23076923076923078,0.24259223567972926,0.49994999499949994,0.29675681870272747,0.7790055248618785,low,0.5898
28875473,0,1.0,6,0.15976942090317028,0.5,296.14,304.06,296.14,0.5075,0.0,1.0,0.15384615384615385,0.21663982788672295,0.49994999499949994,0.2826037130414852,0.5911602209944751,low,0.9991
309593510,0,0.3076,6,0.6039318189617177,0.2087,374.22,374.22,439.09,0.5275,0.0,0.13428357089272316,0.15384615384615385,0.8189067510970107,0.2086208620862086,0.3571701428680572,0.6353591160220994,high,0.999
27889368,0,0.3013,6,0.6108335221647117,0.4668,390.53,390.53,399.51,0.5925,0.0,0.12640660165041262,0.15384615384615385,0.8282651919986871,0.4667466746674667,0.3727461990984796,0.7790055248618785,high,0.9998
335205291,0,0.7843,10,0.11409447081857103,0.5,345.83,355.32,345.83,0.5525,0.0,0.7303075768942235,0.46153846153846156,0.1547063734216986,0.49994999499949994,0.3300576820230728,0.6906077348066298,medium,0.7759
335205291,0,0.8341,9,0.09326054963005755,0.5,323.34,332.37,323.34,0.5525,0.0,0.7925731432858213,0.38461538461538464,0.1264563872286808,0.49994999499949994,0.30857972343188933,0.6906077348066298,low,0.9179
27889369,0,0.3502,9,0.6346256272182832,0.4976,408.86,416.66,408.86,0.5925,0.0,0.18754688672168043,0.38461538461538464,0.8605263603685086,0.4975497549754975,0.39025135610054246,0.7790055248618785,high,1.0
27889369,0,0.2573,8,0.6742710685594862,0.4283,394.37,394.37,404.6,0.5925,0.0,0.07139284821205298,0.3076923076923077,0.9142840356698133,0.42824282428242827,0.37641340056536027,0.7790055248618785,high,1.0
309593510,0,0.2988,7,0.5992511687525505,0.3649,416.39,416.39,448.12,0.5275,0.0,0.12328082020505128,0.23076923076923078,0.8125599716027971,0.36483648364836485,0.3974425089770036,0.6353591160220994,high,1.0
27889378,0,0.2192,10,0.6517509920207375,0.5,207.77,207.77,217.41,,0.0,0.023755938984746205,0.46153846153846156,0.8837476884537112,0.49994999499949994,0.19821032928413174,0.6906077348066298,high,1.0
27889378,0,0.3749,9,0.630669181227804,0.5,234.69,234.69,243.86,,0.0,0.21842960740185047,0.38461538461538464,0.8551615736059437,0.49994999499949994,0.22391893956757586,0.6906077348066298,high,0.9994
30912609,0,0.375,6,0.5829020156616697,0.5,57.97,65.84,57.97,,0.0,0.2185546386596649,0.15384615384615385,0.7903911563852586,0.49994999499949994,0.05515127206050883,0.6906077348066298,medium,0.9533
27880378,0,0.4025,8,0.47686525624828524,0.5,37.58,37.58,40.3,0.5925,0.0,0.2529382345586397,0.3076923076923077,0.646609437990739,0.49994999499949994,0.035678814271525715,0.7790055248618785,medium,0.9998
27889370,0,0.449,7,0.5243848210890699,0.5,100.09,101.28,100.09,,0.0,0.3110777694423606,0.23076923076923078,0.7110441182654494,0.49994999499949994,0.09537588815035528,0.6906077348066298,medium,0.9934
27889370,0,0.3853,10,0.5942253678614039,0.5,150.94,150.94,159.86,,0.0,0.23143285821455362,0.46153846153846156,0.8057451812184491,0.49994999499949994,0.14393765757506305,0.6906077348066298,high,0.9818
27889378,0,0.5028,10,0.4918100239288955,0.5,188.84,188.84,198.76,,0.0,0.37834458614653665,0.46153846153846156,0.6668739612561849,0.49994999499949994,0.18013217205286886,0.6906077348066298,medium,0.8836
27889378,0,0.2192,10,0.6517509920207375,0.5,207.77,207.77,217.41,,0.0,0.023755938984746205,0.46153846153846156,0.8837476884537112,0.49994999499949994,0.19821032928413174,0.6906077348066298,high,1.0
27889360,0,0.4107,7,0.567647676522161,0.5,186.02,186.02,189.83,0.5925,0.0,0.2631907976994249,0.23076923076923078,0.7697068662712918,0.49994999499949994,0.17743907097562842,0.7790055248618785,medium,0.788
27889378,0,0.3749,9,0.630669181227804,0.5,234.69,234.69,243.86,,0.0,0.21842960740185047,0.38461538461538464,0.8551615736059437,0.49994999499949994,0.22391893956757586,0.6906077348066298,high,0.9994
27889378,0,0.4268,11,0.5394823465144226,0.5,163.35,163.35,173.6,,0.0,0.2833208302075519,0.5384615384615384,0.7315157750868305,0.49994999499949994,0.15578921231568493,0.6906077348066298,high,0.8876
129799366,0,0.4483,10,0.4664929172849712,0.5,211.37,211.37,221.33,0.5925,0.0,0.3102025506376594,0.46153846153846156,0.6325449500889381,0.49994999499949994,0.2016483306593323,0.7790055248618785,medium,0.9327
"[28875489, 299164954]",0,0.3223,7,0.5978063102143987,0.5,131.42,131.42,139.27,0.5725,0.0,0.15266316579144784,0.23076923076923078,0.8106007996646717,0.49994999499949994,0.12529605011842004,0.7348066298342542,high,0.8006
144473549,0,0.4371,9,0.46166395321908255,0.5,167.61,167.61,176.44,0.5925,0.0,0.2961990497624406,0.38461538461538464,0.6259970627779721,0.49994999499949994,0.1598575139430056,0.7790055248618785,medium,0.9924
177313911,0,0.7465,6,0.24562714962649934,0.5,442.69,445.07,442.69,0.5925,0.0,0.68304576144036,0.15384615384615385,0.33305956611320575,0.49994999499949994,0.42255901902360765,0.7790055248618785,medium,0.9767
23009891,0,0.4275,8,0.545086850619881,0.5,368.19,370.2,368.19,0.5925,0.0,0.28419604901225304,0.3076923076923077,0.7391152645043677,0.49994999499949994,0.35141149056459625,0.7790055248618785,high,0.9827
27889383,0,0.4795,7,0.5466698617391764,0.5,409.7,411.86,409.7,0.5925,0.0,0.3492123030757689,0.23076923076923078,0.7412617659650791,0.49994999499949994,0.3910535564214226,0.7790055248618785,high,0.955
309593510,0,0.3714,8,0.544510279907932,0.5,303.47,303.47,310.68,0.5275,0.0,0.21405351337834458,0.3076923076923077,0.7383334570613772,0.49994999499949994,0.28960386584154635,0.6353591160220994,high,0.9982
319095644,0,0.4032,8,0.5534151703386547,0.5,338.04,338.04,339.34,0.6925,0.0,0.2538134533633408,0.3076923076923077,0.7504081418718846,0.49994999499949994,0.32261822904729165,1.0,medium,0.5703
177313884,0,0.4439,7,0.4770017834973085,0.5,77.97,77.97,85.09,0.5925,0.0,0.30470117529382346,0.23076923076923078,0.6467945636262341,0.49994999499949994,0.07425127970051189,0.7790055248618785,medium,0.9999
319095644,0,0.38,6,0.6598148034160897,0.5,160.26,160.26,167.54,0.6925,0.0,0.2248062015503876,0.15384615384615385,0.8946819028303786,0.49994999499949994,0.15283826113530447,1.0,medium,0.9504
177313884,0,0.5563,6,0.3979085256130874,0.5,100.86,100.86,107.72,0.5925,0.0,0.4452363090772693,0.15384615384615385,0.5395471845576246,0.49994999499949994,0.09611123844449539,0.7790055248618785,medium,0.9903
319095645,0,0.447,7,0.5973199798843088,0.4988,72.63,77.37,72.63,0.5925,0.0,0.3085771442860715,0.23076923076923078,0.8099413546669697,0.4987498749874988,0.06915157766063107,0.7790055248618785,medium,0.9907
144473225,0,0.4281,8,0.44403240191711657,0.5,101.36,102.9,101.36,0.5925,0.0,0.28494623655913975,0.3076923076923077,0.602089365502212,0.49994999499949994,0.09658873863549547,0.7790055248618785,medium,0.9998
319095645,0,0.6528,10,0.4407263919107224,0.5,88.25,88.25,88.53,0.5925,0.0,0.5658914728682171,0.46153846153846156,0.5976065446165255,0.49994999499949994,0.08406868362747347,0.7790055248618785,medium,0.9981
413119907,0,0.4847,12,0.38381574832222864,0.5,117.46,117.46,118.78,,0.0,0.3557139284821205,0.6153846153846154,0.5204379270978462,0.49994999499949994,0.11196424478569793,0.6906077348066298,medium,0.9979
"[965408620, 1134789854]",0,0.7146,12,0.2275948374855439,0.5,71.21,71.21,72.61,0.5075,0.0,0.6431607901975493,0.6153846153846154,0.30860845273897275,0.49994999499949994,0.06779547711819085,0.5911602209944751,medium,0.9445
28875491,0,0.378,8,0.5981183728930702,0.3043,34.39,34.39,37.89,0.5925,0.0,0.22230557639409854,0.3076923076923077,0.8110239445102367,0.30423042304230424,0.03263236305294523,0.7790055248618785,medium,0.9959
28797304,0,0.4002,7,0.48991034990259286,0.4675,110.61,110.61,117.27,0.5925,0.0,0.25006251562890724,0.23076923076923078,0.6642980772193445,0.4674467446744675,0.10542249216899688,0.7790055248618785,medium,0.999
27889387,0,0.4288,8,0.5231092665021968,0.3931,72.18,72.18,83.67,0.5925,0.0,0.28582145536384096,0.3076923076923077,0.7093145158952786,0.39303930393039305,0.06872182748873101,0.7790055248618785,medium,0.9995
109241621,0,0.3377,8,0.5939927746339627,0.4849,73.33,75.14,73.33,0.5925,0.0,0.17191797949487372,0.3076923076923077,0.8054297938554871,0.48484848484848486,0.06982007792803117,0.7790055248618785,medium,0.747
27889387,0,0.2201,6,0.6033424392685619,0.5,168.67,179.38,168.67,0.5925,0.0,0.02488122030507627,0.15384615384615385,0.8181075751740801,0.49994999499949994,0.16086981434792574,0.7790055248618785,high,0.9745
28797315,0,0.3405,6,0.6267190823219675,0.5,207.72,219.77,207.72,0.6925,0.0,0.17541885471367846,0.15384615384615385,0.8498053932431006,0.49994999499949994,0.19816257926503172,1.0,medium,0.8505
129144273,0,0.723,10,0.25130126892441923,0.5,222.37,222.37,257.16,0.5525,0.0,0.6536634158539634,0.46153846153846156,0.3407534510220221,0.49994999499949994,0.21215333486133398,0.6906077348066298,medium,0.9783
27889387,0,0.3192,7,0.6189866974191832,0.5,186.12,186.12,205.14,0.5925,0.0,0.14878719679919977,0.23076923076923078,0.8393205802899255,0.49994999499949994,0.17753457101382844,0.7790055248618785,high,0.9596
27889391,0,0.5082,7,0.49669607591548987,0.5,171.19,171.19,234.69,0.5925,0.0,0.3850962740685171,0.23076923076923078,0.6734992575655403,0.49994999499949994,0.16327641531056614,0.7790055248618785,medium,0.9992
27889391,0,0.3968,7,0.5335823191434993,0.5,111.98,111.98,168.29,0.5925,0.0,0.2458114528632158,0.23076923076923078,0.7235155676242572,0.49994999499949994,0.1067308426923371,0.7790055248618785,medium,0.9904
27889387,0,0.5192,8,0.4186441050006565,0.246,42.15,42.15,49.82,0.5925,0.0,0.398849712428107,0.3076923076923077,0.5676638230964136,0.24592459245924592,0.04004316601726641,0.7790055248618785,medium,0.984
27889395,0,0.378,7,0.6582139080817972,0.4071,129.77,129.77,135.91,0.6925,0.0,0.22230557639409854,0.23076923076923078,0.8925111510702557,0.40704070407040704,0.12372029948811981,1.0,medium,0.9841
28890088,0,0.6623,11,0.21426060069837538,0.5,78.71,78.71,106.49,0.5925,0.0,0.5777694423605901,0.5384615384615384,0.29052774667680215,0.49994999499949994,0.074957979983192,0.7790055248618785,low,0.5374
156189265,0,0.7136,11,0.25647644619065973,0.3475,49.77,49.77,74.09,0.4825,0.0,0.6419104776194049,0.5384615384615384,0.34777078995667826,0.34743474347434744,0.04732026892810758,0.5359116022099447,medium,0.8556
316686791,0,0.8318,11,0.0319522795121361,0.3334,163.05,163.05,187.24,0.4825,0.0,0.7896974243560889,0.5384615384615384,0.04332475930911379,0.3333333333333333,0.15550271220108491,0.5359116022099447,low,0.9961
27880402,0,0.8983,14,0.03164331862076683,0.5,253.66,267.76,253.66,0.6525,0.0,0.8728432108027006,0.7692307692307693,0.04290582036639683,0.49994999499949994,0.24203529681411876,0.9116022099447513,low,0.9995
27880402,0,0.8364,11,0.019333538719268236,0.7789,209.44,214.73,209.44,0.6525,0.0,0.795448862215554,0.5384615384615384,0.02621423796528113,0.7788778877887789,0.199805179922072,0.9116022099447513,low,0.9994
27889431,0,0.75,14,0.16108024661330872,0.5,230.99,230.99,241.37,0.6525,0.0,0.687421855463866,0.7692307692307693,0.21841725652714997,0.49994999499949994,0.2203854381541753,0.9116022099447513,medium,0.5201
4812792,0,1.0,11,0.0028548920018625335,0.5,158.71,158.83,158.71,0.4825,0.0,1.0,0.5384615384615384,0.003869834430578865,0.49994999499949994,0.15135801054320425,0.5359116022099447,low,1.0
302920285,0,0.8489,11,0.06409986387876439,0.5,93.19,93.19,93.36,0.4825,0.0,0.8110777694423605,0.5384615384615384,0.08691563239914117,0.49994999499949994,0.08878638551455421,0.5359116022099447,low,0.9955
27880402,0,0.8516,14,0.06257490262395878,0.5,149.31,149.31,154.01,0.6525,0.0,0.8144536134033508,0.7692307692307693,0.0848478442951477,0.49994999499949994,0.1423810069524028,0.9116022099447513,low,0.9997
27880402,0,0.8657,13,0.0009713075709314777,0.8255,179.04,179.04,183.61,0.6525,0.0,0.8320830207551887,0.6923076923076923,0.0013157672587915908,0.8254825482548255,0.17077316830926734,0.9116022099447513,low,0.9994
109190382,0,0.8451,13,0.1389091371226716,0.5,164.72,164.72,169.95,0.6525,0.0,0.8063265816454113,0.6923076923076923,0.18835409504510958,0.49994999499949994,0.15709756283902515,0.9116022099447513,low,0.998
27880402,0,0.8516,14,0.06257490262395878,0.5,149.31,149.31,154.01,0.6525,0.0,0.8144536134033508,0.7692307692307693,0.0848478442951477,0.49994999499949994,0.1423810069524028,0.9116022099447513,low,0.9997
109190382,0,0.8676,14,0.09611519937569667,0.5761,232.36,232.36,238.34,0.6525,0.0,0.8344586146536633,0.7692307692307693,0.1303271811695098,0.576057605760576,0.22169378867751552,0.9116022099447513,low,0.9905
28016631,0,0.8475,10,0.07770121535616101,0.5,269.67,272.19,269.67,0.6525,0.0,0.8093273318329581,0.46153846153846156,0.10535853558410097,0.49994999499949994,0.2573248529299412,0.9116022099447513,low,0.9996
109190382,0,0.6145,11,0.25761592193157495,0.8343,355.69,355.69,359.45,0.6525,0.0,0.5180045011252814,0.5384615384615384,0.3493158747084571,0.8342834283428343,0.3394739857895943,0.9116022099447513,medium,0.9997
1483806687,0,0.7992,11,0.15124962561745187,0.5,231.8,239.77,231.8,0.6925,0.0,0.7489372343085771,0.5384615384615384,0.20508731710341532,0.49994999499949994,0.2211589884635954,1.0,low,0.9976
27880402,0,0.8705,13,0.042621378961221625,0.5,200.79,206.14,200.79,0.6525,0.0,0.8380845211302826,0.6923076923076923,0.05779164287852913,0.49994999499949994,0.19154442661777066,0.9116022099447513,low,0.9999
27880402,0,0.8983,14,0.03164331862076683,0.5,253.66,267.76,253.66,0.6525,0.0,0.8728432108027006,0.7692307692307693,0.04290582036639683,0.49994999499949994,0.24203529681411876,0.9116022099447513,low,0.9995
109190382,0,0.8069,16,0.13928951419938057,0.2148,180.24,187.86,180.24,0.6525,0.0,0.75856464116029,0.9230769230769231,0.1888698715553468,0.2147214721472147,0.17191916876766752,0.9116022099447513,low,0.9903
109190382,0,0.8647,14,0.10032128522560115,0.5,231.66,240.0,231.66,0.6525,0.0,0.8308327081770444,0.7692307692307693,0.1360304698644848,0.49994999499949994,0.22102528841011537,0.9116022099447513,low,0.9944
1388122050,0,0.8779,14,0.017297823495184234,0.5033,42.22,44.54,42.22,0.6525,0.0,0.847336834208552,0.7692307692307693,0.023453887359510577,0.5032503250325032,0.04011001604400642,0.9116022099447513,low,1.0
27889431,0,0.7314,17,0.17168021167973854,0.5033,93.26,93.26,101.84,0.6525,0.0,0.6641660415103777,1.0,0.23279039656466777,0.5032503250325032,0.08885323554129423,0.9116022099447513,low,0.5198
334895864,0,0.7283,17,0.013879333684982372,0.5342,103.66,104.22,103.66,0.6525,0.0,0.6602900725181295,1.0,0.01881854823801968,0.5341534153415342,0.09878523951409582,0.9116022099447513,low,0.9842
1388122047,0,0.9984,12,0.017297823495184234,0.5033,48.83,49.42,48.83,0.5925,0.0,0.9979994998749687,0.6153846153846154,0.023453887359510577,0.5032503250325032,0.046422568569027434,0.7790055248618785,low,1.0
1388122048,0,0.853,15,0.04073704873225635,0.3968,25.72,25.72,30.12,0.6525,0.0,0.8162040510127532,0.8461538461538461,0.055236564433636864,0.39673967396739673,0.0243525097410039,0.9116022099447513,low,1.0
27889454,0,0.9361,10,0.046998887630678554,0.03,223.71,235.09,223.71,0.6925,0.0,0.9201050262565641,0.46153846153846156,0.06372737424436317,0.029902990299029902,0.21343303537321417,1.0,low,1.0
28890269,0,0.8615,9,0.11964410388462307,0.3028,125.96,140.16,125.96,0.6925,0.0,0.8268317079269817,0.38461538461538464,0.16223145984559859,0.30273027302730277,0.12008174803269922,1.0,low,1.0
826874324,0,0.7868,10,0.19507965360475832,0.3121,124.26,134.02,124.26,0.6525,0.0,0.7334333583395849,0.46153846153846156,0.2645191290161749,0.312031203120312,0.11845824738329898,0.9116022099447513,low,0.9998
