osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,pedestrian_priority_score,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,pedestrian_priority_score_norm,risk_class,risk_probability
542781427,0,0.3994,8,0.11020291252512183,0.003,8.26,8.26,11.0,0.4075,0.0,0.26693518857561327,0.5,0.15282450622581822,0.0029002900290029006,0.023936481893823972,0.27932960893854747,medium,0.9989
4744972,0,0.7358,7,0.04888517947382124,0.4063,19.62,19.62,22.24,0.4875,0.0,0.6775295984376908,0.4,0.0677877932747937,0.40624062406240624,0.05721903199343724,0.4581005586592179,low,0.9902
1409649740,0,0.5246,7,0.18173220991835223,0.1851,96.16,101.25,96.16,0.6075,0.0,0.41974856584889536,0.4,0.2520228298971723,0.185018501850185,0.28146607289347236,0.7262569832402236,medium,0.9938
4744972,0,0.7243,7,0.04849055827875166,0.0836,115.34,121.12,115.34,0.4875,0.0,0.6634932259245698,0.4,0.06724052435894114,0.0835083508350835,0.3376596742060236,0.4581005586592179,medium,0.6645
"[894194807, 552422735]",1,0.8377,8,0.03533989007695115,0.8458,49.91,49.91,50.21,0.6525,0.010869565217391304,0.8019040644452582,0.5,0.04900290301610586,0.8457845784578458,0.14596273291925463,0.8268156424581006,low,0.9993
238324872,0,0.5754,8,0.14991601637975618,0.34,7.61,7.61,14.84,0.4475,0.0,0.4817527157329428,0.5,0.20789946814679122,0.33993399339933994,0.022032110629321457,0.36871508379888274,medium,0.9876
552422732,0,0.5065,8,0.21772419557863013,0.4969,120.26,120.26,124.52,0.425,0.0,0.39765653606737456,0.5,0.30193726738248833,0.49684968496849685,0.352074299777335,0.3184357541899442,high,0.5606
526213090,0,0.4518,8,0.3150020108563688,0.0026,133.4,133.4,137.89,0.4475,0.0,0.33089222507018184,0.5,0.43684417347040666,0.0025002500250025004,0.3905718973397398,0.36871508379888274,medium,0.5898
1382321715,0,0.4118,8,0.2213565885034372,0.184,125.86,130.07,125.86,0.4075,0.0,0.28207005980715244,0.5,0.3069747457611121,0.18391839183918393,0.36848119067151053,0.27932960893854747,high,0.5448
237506925,0,0.5128,7,0.18660074888943717,0.0741,176.18,182.95,176.18,0.4475,0.0,0.4053460270963018,0.4,0.25877462143239843,0.074007400740074,0.5159088245634594,0.36871508379888274,medium,0.9685
237519392,0,0.4459,8,0.28857534603521234,0.0023,146.09,146.09,149.21,0.6525,0.0,0.323690955693885,0.5,0.400195122717511,0.0022002200220022005,0.42775108402671974,0.8268156424581006,medium,0.9999
12373020,0,0.4173,8,0.3036726828943285,0.0693,142.87,142.87,143.05,0.4475,0.0,0.288783107530819,0.5,0.4211324248147606,0.0692069206920692,0.4183171217625688,0.36871508379888274,high,0.8613
403600283,0,0.4016,8,0.18821615678925688,0.0693,127.41,133.04,127.41,0.6525,0.0,0.26962040766507994,0.5,0.2610149028492091,0.0692069206920692,0.3730223836868627,0.8268156424581006,medium,0.9999
540083908,0,0.5783,9,0.12274252665585009,0.2469,163.26,165.68,163.26,0.6075,0.0,0.48529232271451245,0.6,0.17021470501968464,0.24682468246824685,0.4780557834290401,0.7262569832402236,medium,1.0
"[737064815, 1340237140, 308186233, 1313088541, 1307562463]",0,0.7896,7,0.07905949754604319,0.4927,86.99,86.99,94.31,0.6525,0.0,0.7431954107164652,0.4,0.10963416783423323,0.4926492649264927,0.2545997890542599,0.8268156424581006,low,0.9961
4750679,0,0.473,7,0.4638810906654201,0.0024,111.04,115.23,111.04,0.6525,0.0,0.35676797265958743,0.4,0.6433127910160521,0.0023002300230023,0.3250615258408531,0.8268156424581006,medium,0.9993
1182313761,0,0.6367,7,0.1590010374772443,0.1481,80.65,93.5,80.65,0.6925,0.0,0.5565726839985354,0.4,0.22049876516539998,0.14801480148014803,0.23602484472049687,0.9162011173184358,low,0.9836
"[1409614868, 1097003669]",0,0.6019,8,0.14559153936943667,0.3699,88.9,88.9,137.43,0.545,0.0,0.5140974002196997,0.5,0.20190219310268315,0.36983698369836987,0.2601957107699519,0.5865921787709498,medium,0.9987
1182313760,0,0.6439,7,0.1890764840894795,0.1857,134.03,140.6,134.03,0.6925,0.0,0.5653606737458807,0.4,0.26220802271898236,0.18561856185618564,0.3924176725653345,0.9162011173184358,medium,0.8156
237795736,15,0.4413,8,0.2023527742527608,0.2665,222.76,222.76,230.62,0.6525,0.16304347826086957,0.3180764066886367,0.5,0.28061985922188964,0.26642664266426647,0.6523789991796554,0.8268156424581006,medium,0.9997
