risk_probability,risk_class,osmid,shap_Lighting_high,shap_Visibility_high,shap_Connectivity_high,shap_Enclosure_high,shap_Land Use_high,shap_Transit Proximity_high,shap_Pedestrian Priority_high,shap_Lighting_low,shap_Visibility_low,shap_Connectivity_low,shap_Enclosure_low,shap_Land Use_low,shap_Transit Proximity_low,shap_Pedestrian Priority_low,shap_Lighting_medium,shap_Visibility_medium,shap_Connectivity_medium,shap_Enclosure_medium,shap_Land Use_medium,shap_Transit Proximity_medium,shap_Pedestrian Priority_medium
0.9653,low,"[248565672, 1104543532]",0.0015408365197455282,-0.15743855000812707,0.02438215697636782,-0.052323392868211194,0.01440561043855729,-0.14931321106732323,0.0,-0.022408104661552734,0.36504145840117325,-0.04670113463580596,0.12510787658100542,0.01934944825905691,0.3181062316657367,0.0,0.020867268141807303,-0.207602908393046,0.022318977659438445,-0.07278448371279386,-0.033755058697613693,-0.1687930205984131,0.0
0.9999,medium,"[34608163, 584532229]",0.002888399965658567,-0.16357079180899609,0.010177152862745734,-0.11316797114063216,0.1302426471423975,-0.1853159615435316,0.0,-0.03689470601609067,0.016458726758617186,-0.01597212666667289,0.08073115626936449,-0.3586348748863444,0.10758696683332587,0.0,0.03400630605043189,0.14711206505037883,0.005794973803926993,0.03243681487126771,0.228392227743947,0.07772899471020572,0.0
0.9818,medium,237910182,0.010189862823227203,-0.03841008325544025,-0.042568135337480384,0.019476667401773066,-0.1375011123456441,-0.11177129388164632,0.0,-0.022745720172020333,-0.10296439496220018,0.004713576683347109,-0.056267522307930695,0.03856050700549186,-0.06808889116533365,0.0,0.012555857348793345,0.14137447821764101,0.037854558654133695,0.03679085490615799,0.09894060534015275,0.17986018504698031,0.0
1.0,medium,"[1435726369, 1408672894, 546133684, 511211614]",0.0047692991946625685,-0.0014236264157701413,0.011905958877033069,-0.03973199533929676,0.007590453973044531,-0.30185617990567887,0.0,-0.02847905426238985,-0.26362302677087424,-0.015123076356807926,-0.030718420488772318,0.013472172967140393,0.1176855138011021,0.0,0.023709755067727045,0.2650466531866444,0.003217117479774746,0.07045041582806871,-0.021062626940185247,0.1841706661045762,0.0
0.856,low,"[546184105, 237566135]",0.0024328916039181234,-0.09173144920395518,-0.020098708252082136,-0.07181413542376132,0.009606523174705513,-0.14714167190743216,0.0,-0.03068618077391142,0.04800972278772771,0.16411382290347862,0.16229498886078927,0.019476715396568017,0.2859588599795948,0.0,0.02825328916999334,0.04372172641622739,-0.14401511465139677,-0.09048085343702816,-0.02908323857127359,-0.13881718807216278,0.0
1.0,medium,546184105,0.0036932150604928674,-0.18658583596301057,-0.03173022759616423,-0.09502558027763337,-0.033232363414463575,0.024134327687852442,0.0,-0.024260249306834264,-0.011035274400761411,0.0297147773125538,0.012304093989727444,0.0542343937834778,-0.26775015021057136,0.0,0.020567034246341112,0.19762111036377164,0.0020154502836102484,0.08272148628790557,-0.021002030369014456,0.24361582252271866,0.0
1.0,medium,"[237566144, 1206381001, 1213857011, 20044319]",0.002944806088947101,-0.2590561909232379,-0.02681601604453088,-0.11767214173308525,-0.036666578904045594,0.11851957155985286,0.0,-0.022870849910445544,0.13375179737682288,0.031051316643410737,0.08901646741263701,0.046329278921731505,-0.48405856571317185,0.0,0.019926043821498665,0.1253043935464151,-0.004235300598879539,0.028655674320448306,-0.009662700017685922,0.3655389941533192,0.0
1.0,medium,237725943,0.004222151518693491,-0.15930013533861018,-0.03653203116671094,-0.01746698664416451,-0.01681496122025368,-0.09285268509191455,0.0,-0.027661631526537306,-0.07503805387099242,0.027312940986937102,-0.06229236629281019,0.032839756225357085,-0.10195308245573809,0.0,0.023439480007843565,0.23433818920960234,0.009219090179773595,0.07975935293697442,-0.016024795005103804,0.19480576754765228,0.0
0.9999,medium,"[532696001, 545718433]",0.0024415313704936395,-0.14066025513346395,0.011572209011424816,0.01510413855504,-0.010856014049879023,-0.19634815238640185,0.0,-0.038833726910294436,-0.06980760714871492,-0.020035542672032083,-0.16789081119807336,0.03699106433272423,0.052860839035839095,0.0,0.03639219553980097,0.2104678622821785,0.008463333660606982,0.1527866726430329,-0.026135050282845712,0.14348731335056222,0.0
0.9995,medium,"[550280513, 237506925]",0.006888884236609549,-0.022359260257469298,0.017250417215686587,-0.09462332109152169,-0.08956073828100719,-0.1358683779170741,0.0,-0.02487431615067346,-0.1206113409412301,-0.010379514855141304,-0.02992121595923869,0.04490477069083676,-0.06591082768685687,0.0,0.017985431914063904,0.14297060119869986,-0.006870902360544931,0.12454453705076071,0.04465596759017063,0.2017792056039311,0.0
