neighborhood,borough,location_id,lighting,visibility,connectivity,enclosure,risk_score,dominant_land_use_score,public_transport_proximity_m,pedestrian_priority_score,som_cluster,som_x,som_y
Eixample,Eixample,eixample_001119,38.5039649167922,1.0,4.0,0.0,0.2822753564661314,0.5,65.88,0.0,0_2,0,2
Eixample,Eixample,eixample_001120,16.77816794964443,0.5510368883277548,4.0,0.1872205897165617,0.3861375355570624,0.4998,41.36,0.0,0_1,0,1
Eixample,Eixample,eixample_001121,6.361134881689208,0.609622570429828,8.0,0.0703255800945122,0.3814508326887066,0.4998,50.3,0.0,2_5,2,5
Eixample,Eixample,eixample_001122,5.530952408430196,0.6148738718125752,8.0,0.0623173454858229,0.3798542162319668,0.5,50.04,0.0,2_5,2,5
Eixample,Eixample,eixample_001123,0.0,1.0,6.0,0.0,0.3074864607337795,0.5,54.51,0.0,1_4,1,4
Eixample,Eixample,eixample_001124,0.0,1.0,7.0,0.0,0.3018539570028326,0.4993,28.92,0.0,1_5,1,5
Eixample,Eixample,eixample_001125,0.0,0.6357369745117135,7.0,0.0305011138696369,0.3682634680636205,0.5,41.42,0.0,2_4,2,4
Eixample,Eixample,eixample_001126,12.108001201720445,0.6395584603017028,6.0,0.0246733480399032,0.3516617437289491,0.5,29.42,0.0,0_3,0,3
Eixample,Eixample,eixample_001127,28.22634936270149,0.0,4.0,1.0,0.6169201334865596,0.5,46.94,0.0,4_0,4,0
Eixample,Eixample,eixample_001128,18.561447213026184,0.5843245218802859,7.0,0.1312152637152494,0.3820643166478225,0.4998,44.01,0.0,3_4,3,4
Eixample,Eixample,eixample_001129,19.69007014449448,1.0,8.0,0.0,0.3008875558547602,0.5,49.46,0.0,1_5,1,5
Eixample,Eixample,eixample_001130,9.263969233859612,0.5378035264950725,7.0,0.1964028084987796,0.4041739336681573,0.4998,38.6,0.0,3_4,3,4
Eixample,Eixample,eixample_001131,24.9204431416753,1.0,7.0,0.0,0.2913340940255655,0.5,39.76,0.0,0_3,0,3
Eixample,Eixample,eixample_001132,0.0,0.0484729441083324,5.0,0.5621911035955006,0.5557019287044047,0.5,54.93,0.0,4_2,4,2
Eixample,Eixample,eixample_001133,0.0,1.0,7.0,0.0,0.3118877433291508,0.5,57.7,0.0,1_5,1,5
Eixample,Eixample,eixample_001134,23.960780297861053,0.520241752400656,8.0,0.2066313275889997,0.3986067754870313,0.5,25.91,0.0,3_4,3,4
Eixample,Eixample,eixample_001135,19.435540468255297,0.6161201753575299,6.0,0.0604167325797669,0.3545227036879793,0.5,23.49,0.0,0_3,0,3
Eixample,Eixample,eixample_001136,0.0,1.0,6.0,0.0,0.2967866894753668,0.5,22.39,0.0,1_4,1,4
Eixample,Eixample,eixample_001137,0.0,1.0,2.0,0.0,0.2932768279875584,0.4834,80.46,0.0,7_2,7,2
Eixample,Eixample,eixample_001138,0.0,1.0,5.0,0.0,0.3150572998525885,0.5,87.0,0.0,0_4,0,4
Eixample,Eixample,eixample_001139,0.0,1.0,4.0,0.0,0.290758450677782,0.4914,39.02,0.0,7_3,7,3
Eixample,Eixample,eixample_001140,0.0,1.0,5.0,0.0,0.3015721483068992,0.5,46.73,0.0,0_4,0,4
Eixample,Eixample,eixample_001141,0.0,0.0,4.0,1.0,0.6251158227184571,0.5,17.75,0.0,4_0,4,0
Eixample,Eixample,eixample_001142,0.0,0.2847217181051458,8.0,0.5337681866028237,0.5186491287774561,0.4872,72.59,0.0,2_2,2,2
Eixample,Eixample,eixample_001143,0.0,0.5465050593716676,5.0,0.1665797844582069,0.4424030665271827,0.4994,165.67,0.0,5_4,5,4
Eixample,Eixample,eixample_001144,0.0,1.0,5.0,0.0,0.3366448719386792,0.5,150.55,0.0,0_5,0,5
Eixample,Eixample,eixample_001145,0.0,1.0,6.0,0.0,0.3024208097404788,0.5,39.34,0.0,1_4,1,4
Eixample,Eixample,eixample_001146,83.29040654212902,0.4340592108335047,5.0,0.3380597034789054,0.4040043794880876,0.4994,76.6,0.0,0_2,0,2
Eixample,Eixample,eixample_001147,0.0,1.0,3.0,0.0,0.2967025812042774,0.5,51.95,0.0,7_1,7,1
Eixample,Eixample,eixample_001148,0.0,1.0,3.0,0.0,0.2828034637879409,0.5,9.77,0.0,7_1,7,1
Eixample,Eixample,eixample_001149,0.0,1.0,6.0,0.0,0.2877674428133843,0.4903,11.98,0.0,1_4,1,4
Eixample,Eixample,eixample_001150,10.474278990552,0.5857943096557857,5.0,0.1066636777749268,0.3636472469783007,0.499,10.61,0.0,0_3,0,3
Eixample,Eixample,eixample_001151,0.0,0.2219864732210903,2.0,0.6614706283378373,0.5024975395841137,0.468,36.29,0.0,2_0,2,0
Eixample,Eixample,eixample_001152,0.0,0.1938459528155309,2.0,0.7043849219563154,0.5166213051405983,0.4676,41.53,0.0,2_0,2,0
Eixample,Eixample,eixample_001153,0.0,0.0,3.0,1.0,0.6031760738364961,0.463,37.35,0.0,3_0,3,0
Eixample,Eixample,eixample_001154,0.0,0.2665729696614911,4.0,0.5934762212662261,0.496749833340308,0.4769,37.23,0.0,2_0,2,0
Eixample,Eixample,eixample_001155,0.0,1.0,4.0,0.0,0.288127953761044,0.4901,33.3,0.0,7_3,7,3
Eixample,Eixample,eixample_001156,0.0,0.2701475101021717,4.0,0.5880250470941881,0.4943729640292769,0.4769,35.08,0.0,2_0,2,0
Eixample,Eixample,eixample_001157,0.0,1.0,4.0,0.0,0.2888643621879431,0.4879,39.37,0.0,7_2,7,2
Eixample,Eixample,eixample_001158,0.0,0.3667444932575715,4.0,0.4407146477822035,0.4529078523143006,0.4769,35.79,0.0,2_0,2,0
Eixample,Eixample,eixample_001159,0.0,0.2699899199131791,6.0,0.5882653721324018,0.4966125827809691,0.4742,25.64,0.0,2_1,2,1
Eixample,Eixample,eixample_001160,0.0,1.0,3.0,0.0,0.283652422152073,0.4896,30.48,0.0,7_1,7,1
Eixample,Eixample,eixample_001161,63.40221753027232,1.0,4.0,0.0,0.2368991824395076,0.4742,12.84,0.0,0_2,0,2
Eixample,Eixample,eixample_001162,0.0,1.0,5.0,0.0,0.2900101505389195,0.5,11.83,0.0,0_4,0,4
Eixample,Eixample,eixample_001163,31.28811448361868,1.0,5.0,0.0,0.2722763505761881,0.5,12.57,0.0,0_2,0,2
Eixample,Eixample,eixample_001164,20.78508747797721,0.2926498229087326,3.0,0.5537090200641828,0.4511714597863596,0.4679,7.71,0.0,2_0,2,0
Eixample,Eixample,eixample_001165,40.88737703774711,0.298613609450115,3.0,0.5446142455885746,0.4383840584863408,0.4687,13.8,0.0,0_2,0,2
Eixample,Eixample,eixample_001166,35.20087092455939,0.570323475545485,4.0,0.1302566997931353,0.3519082221856298,0.5,10.67,0.0,0_2,0,2
Eixample,Eixample,eixample_001167,47.48024355925848,0.4106072325420343,2.0,0.3224980663056433,0.3964274774965422,0.4971,22.74,0.0,0_2,0,2
Eixample,Eixample,eixample_001168,66.45306916332298,1.0,3.0,0.0,0.2459661879868628,0.5007,10.82,0.0,0_2,0,2
Eixample,Eixample,eixample_001169,47.472598565049424,1.0,3.0,0.0,0.2548508296604912,0.499,8.43,0.0,0_2,0,2
Eixample,Eixample,eixample_001170,123.41200626796793,0.4300540564687793,2.0,0.2151513469444776,0.3212029789593333,0.4922,6.57,0.0,0_2,0,2
Eixample,Eixample,eixample_001171,82.77864026118233,1.0,2.0,0.0,0.236335135624031,0.5015,17.4,0.0,0_2,0,2
Eixample,Eixample,eixample_001172,0.0,1.0,4.0,0.0,0.2845593777698114,0.5,5.19,0.0,7_1,7,1
Eixample,Eixample,eixample_001173,95.50097569664828,1.0,3.0,0.0,0.2305395844319606,0.5012,11.74,0.0,0_2,0,2
Eixample,Eixample,eixample_001174,0.0,1.0,3.0,0.0,0.2994289336697995,0.5264,14.17,0.0,7_0,7,0
Eixample,Eixample,eixample_001175,0.0,0.6325747201338102,3.0,0.0353235517959395,0.3469211248368138,0.5,16.19,0.0,6_1,6,1
Eixample,Eixample,eixample_001176,0.0,1.0,4.0,0.0,0.31154706547204,0.5339,27.44,0.0,0_4,0,4
Eixample,Eixample,eixample_001177,0.0,0.5675091648345735,5.0,0.1345485236272755,0.394318969318491,0.5207,20.12,0.0,0_4,0,4
Eixample,Eixample,eixample_001178,0.0,1.0,3.0,0.0,0.306854803474387,0.535,21.46,0.0,7_0,7,0
Eixample,Eixample,eixample_001179,0.0,0.0,2.0,1.0,0.6370645190445883,0.5339,8.2,0.0,5_0,5,0
Eixample,Eixample,eixample_001180,0.0,0.0,3.0,1.0,0.6415350538037895,0.5349,7.57,0.0,4_3,4,3
Eixample,Eixample,eixample_001181,29.277695375534,1.0,3.0,0.0,0.2623951963611847,0.4899,15.89,0.0,0_2,0,2
Eixample,Eixample,eixample_001182,28.59945725370567,1.0,4.0,0.0,0.261806976168034,0.4863,9.2,0.0,0_2,0,2
