borough,lighting,lighting_norm,visibility,visibility_norm,connectivity,connectivity_norm,enclosure,enclosure_norm,public_transport_proximity_m,public_transport_proximity_m_norm,dominant_land_use_score,dominant_land_use_score_norm,pedestrian_priority_score,pedestrian_priority_score_norm,risk_score,location_id,risk_class,cluster_id,pc1_score
"London Borough of Southwark, London, UK",0.0,0.0,0.7738,0.6996813595326608,12,0.6428571428571429,0.2568454929922754,0.2260934879450404,279.77,0.516503633573106,0.4277,0.4277,0.5925,0.6496815286624205,0.4438608498108805,SOU_16261_-26773,high,1,0.7956444044433614
"London Borough of Southwark, London, UK",0.0,0.0,0.8781,0.8381571959638874,11,0.5714285714285714,0.0,0.0,54.58,0.1000943064775606,0.0313,0.0313,0.4925,0.3949044585987261,0.2842194930658115,SOU_15880_-27004,low,2,2.4513667918439337
"London Borough of Southwark, London, UK",0.0,0.0,0.8736,0.8321826872012746,12,0.6428571428571429,0.0593373140771542,0.0522328819116075,60.63,0.1112816435215148,0.2553,0.2553,0.5925,0.6496815286624205,0.2888458860749861,SOU_15869_-27008,low,2,2.016158833056627
"London Borough of Southwark, London, UK",0.0,0.0,0.8629,0.8179766330323951,10,0.5,0.1267435374581666,0.1115685859407764,107.86,0.1986168383291111,0.1103,0.1103,0.5025,0.4203821656050954,0.3234030990505543,SOU_15884_-27007,low,2,1.7788608170238782
"London Borough of Southwark, London, UK",0.0,0.0,0.7061,0.609798194370685,12,0.6428571428571429,0.0320904478246558,0.0282482717289221,15.47,0.0277741822149078,0.0759,0.0759,0.4525,0.2929936305732484,0.3281982702612687,SOU_15844_-26978,low,2,1.1521884928298405
"London Borough of Southwark, London, UK",0.0,0.0,0.707,0.6109930961232076,14,0.7857142857142857,0.3398502605430836,0.2991601288776651,26.42,0.0480223376911555,0.0734,0.0734,0.4525,0.2929936305732484,0.3868421737203947,SOU_15842_-26981,medium,0,0.11447606431084538
"London Borough of Southwark, London, UK",0.0,0.0,0.6909,0.5896176314391927,8,0.3571428571428571,0.2628629937202397,0.2313905157902524,109.41,0.201483015588306,0.1814,0.1814,0.6075,0.6878980891719746,0.3414723720716559,SOU_15853_-26981,low,2,0.30912605952185146
"London Borough of Southwark, London, UK",0.0,0.0,0.731,0.6428571428571428,8,0.3571428571428571,0.340757718892977,0.2999589376132282,75.99,0.1396845355868266,0.1998,0.1998,0.5925,0.6496815286624205,0.3359852672548494,SOU_15860_-26970,low,2,0.06855267806155382
"London Borough of Southwark, London, UK",0.0,0.0,0.707,0.6109930961232076,12,0.6428571428571429,0.2411689786213596,0.2122939161805186,93.53,0.1721185672811997,0.0755,0.0755,0.5925,0.6496815286624205,0.3471753734149694,SOU_15853_-26975,low,2,0.8929498144958103
"London Borough of Southwark, London, UK",0.0,0.0,0.7104,0.6155071694105152,8,0.3571428571428571,0.1936960850987332,0.1705049326389739,42.18,0.0771648884040015,0.2066,0.2066,0.5925,0.6496815286624205,0.3069101450024453,SOU_15863_-26977,low,2,0.43522681644251016
"London Borough of Southwark, London, UK",0.0,0.0,0.7009,0.6028943175783323,10,0.5,0.3017764211045023,0.2656448545474,32.75,0.0597274357883836,0.05,0.05,0.4525,0.2929936305732484,0.3605708913367343,SOU_15847_-26969,medium,0,0.05583815947049562
"London Borough of Southwark, London, UK",0.0,0.0,0.6534,0.5398300584174189,11,0.5714285714285714,0.367720224031566,0.3236932331210065,59.45,0.109099650511289,0.1902,0.1902,0.4525,0.2929936305732484,0.4087715990141538,SOU_15848_-26963,medium,0,-0.6642054379803628
"London Borough of Southwark, London, UK",0.0,0.0,0.6798,0.5748805098247477,11,0.5714285714285714,0.3693565465494091,0.3251336394180065,13.1,0.0233917047282679,0.1938,0.1938,0.4825,0.3694267515923566,0.3743408869449766,SOU_15852_-26960,medium,0,-0.5589344254436732
"London Borough of Southwark, London, UK",0.0,0.0,0.6938,0.5934678704195432,10,0.5,0.3288734327892104,0.2894975521879516,65.35,0.1200096155624179,0.1633,0.1633,0.5925,0.6496815286624205,0.3460476846604002,SOU_15853_-26967,low,2,0.0933870482502182
"London Borough of Southwark, London, UK",0.0,0.0,0.7382,0.6524163568773234,9,0.4285714285714285,0.3175194272219284,0.2795029570290193,37.14,0.0678451894450711,0.1785,0.1785,0.4825,0.3694267515923566,0.3521673729689282,SOU_15856_-26961,medium,0,-0.07087855451582453
"London Borough of Southwark, London, UK",0.0,0.0,0.7185,0.6262612851832183,11,0.5714285714285714,0.2127748366944833,0.1872993931672335,8.42,0.0147376985521181,0.0531,0.0531,0.4525,0.2929936305732484,0.3402150615626337,SOU_15846_-26972,low,2,0.49581464730159763
"London Borough of Southwark, London, UK",0.0,0.0,0.7009,0.6028943175783323,10,0.5,0.3017764211045022,0.2656448545473999,32.75,0.0597274357883836,0.05,0.05,0.4525,0.2929936305732484,0.3605708913367343,SOU_15847_-26969,medium,0,0.055838159470496064
"London Borough of Southwark, London, UK",0.0,0.0,0.6665,0.557222517259692,10,0.5,0.3333137082541647,0.2934061953010254,70.34,0.1292368571904066,0.1792,0.1792,0.5925,0.6496815286624205,0.3557469775582056,SOU_15842_-26966,medium,0,-0.09846494275055488
"London Borough of Southwark, London, UK",0.6413456559691143,0.0039252336896217,0.8303,0.7746946362187999,11,0.5714285714285714,0.1078579110789559,0.0949441278264539,99.3,0.18278814327188,0.0447,0.0447,0.5475,0.535031847133758,0.3103159248728978,SOU_15786_-27048,low,2,1.979765099816975
"London Borough of Southwark, London, UK",1.9016778155704568,0.011638856144124,0.8769,0.8365639936271907,14,0.7857142857142857,0.1133888124841118,0.0998128166852824,9.42,0.0165868451709536,0.217,0.217,0.6075,0.6878980891719746,0.2760142550927578,SOU_15786_-27038,low,2,1.9377080628426917
"London Borough of Southwark, London, UK",0.968020422769672,0.0059245842555147,0.8478,0.7979288369622942,11,0.5714285714285714,0.2180710620737825,0.191961503664087,83.35,0.1532942547014552,0.0534,0.0534,0.6075,0.6878980891719746,0.2978695350699781,SOU_15794_-27047,low,2,1.7473419287691738
"London Borough of Southwark, London, UK",0.968020422769672,0.0059245842555147,0.8478,0.7979288369622942,11,0.5714285714285714,0.2180710620737825,0.191961503664087,83.35,0.1532942547014552,0.0534,0.0534,0.6075,0.6878980891719746,0.2978695350699781,SOU_15794_-27047,low,2,1.7473419287691738
"London Borough of Southwark, London, UK",4.275034080926156,0.0261645302225926,0.7607,0.6822889006903877,9,0.4285714285714285,0.2730693365086266,0.2403748573619322,10.88,0.0192865992344533,0.0751,0.0751,0.6075,0.6878980891719746,0.2800948483602468,SOU_15802_-27052,low,2,0.6881356720358394
"London Borough of Southwark, London, UK",27.879621828630203,0.1706319047102466,0.6753,0.5689060010621348,7,0.2857142857142857,0.4431565713081906,0.3900976176204392,34.33,0.0626490874461436,0.3885,0.3885,0.53,0.4904458598726115,0.3322797747806438,SOU_15914_-26907,low,2,-1.7080708190978398
"London Borough of Southwark, London, UK",34.72364641106018,0.2125194510177983,0.6869,0.5843069569835369,7,0.2857142857142857,0.2553219699085698,0.2247523756524057,32.93,0.060060282179774,0.3607,0.3607,0.53,0.4904458598726115,0.292176021158696,SOU_15914_-26906,low,2,-0.9331528404524639
"London Borough of Southwark, London, UK",0.0,0.0,0.8208,0.7620817843866171,8,0.3571428571428571,0.2044646507664951,0.1799841823763354,123.83,0.2281477098319125,0.2597,0.2597,0.53,0.4904458598726115,0.3416944297592508,SOU_15900_-26910,low,2,0.8891079066135846
"London Borough of Southwark, London, UK",3.3262241022505497,0.0203575198239346,0.8452,0.7944768985661178,12,0.6428571428571429,0.2491257045372679,0.2192979865809461,124.13,0.2287024538175631,0.2343,0.2343,0.4925,0.3949044585987261,0.3701315825792881,SOU_15899_-26911,medium,0,1.012553216490089
"London Borough of Southwark, London, UK",0.0,0.0,0.7853,0.7149495485926712,12,0.6428571428571429,0.1339172645043816,0.1178834056035579,140.82,0.2595647108859262,0.1256,0.1256,0.5925,0.6496815286624205,0.339532215644212,SOU_15899_-26914,low,2,1.7254385451645162
"London Borough of Southwark, London, UK",3.3262241022505497,0.0203575198239346,0.8452,0.7944768985661178,12,0.6428571428571429,0.2491257045372679,0.2192979865809461,124.13,0.2287024538175631,0.2343,0.2343,0.4925,0.3949044585987261,0.3701315825792881,SOU_15899_-26911,medium,0,1.012553216490089
"London Borough of Southwark, London, UK",0.0,0.0,0.7775,0.7045937334041423,8,0.3571428571428571,0.0089452948932796,0.0078742784214608,108.45,0.199707834834224,0.2129,0.2129,0.4925,0.3949044585987261,0.3249889077666387,SOU_15897_-26910,low,2,1.3859870287432399
"London Borough of Southwark, London, UK",0.0,0.0,0.8104,0.7482740308019118,8,0.3571428571428571,0.1667001307045343,0.1467411927411777,132.88,0.244882486732373,0.1617,0.1617,0.5925,0.6496815286624205,0.3161676716227706,SOU_15899_-26913,low,2,1.3922214291779997
"London Borough of Southwark, London, UK",0.0,0.0,0.8104,0.7482740308019118,8,0.3571428571428571,0.1667001307045342,0.1467411927411776,132.88,0.244882486732373,0.1617,0.1617,0.5925,0.6496815286624205,0.3161676716227705,SOU_15899_-26913,low,2,1.3922214291780002
"London Borough of Southwark, London, UK",0.0,0.0,0.7775,0.7045937334041423,8,0.3571428571428571,0.0089452948932796,0.0078742784214608,108.45,0.199707834834224,0.2129,0.2129,0.4925,0.3949044585987261,0.3249889077666387,SOU_15897_-26910,low,2,1.3859870287432399
"London Borough of Southwark, London, UK",0.0,0.0,0.8208,0.7620817843866171,8,0.3571428571428571,0.2044646507664951,0.1799841823763354,123.83,0.2281477098319125,0.2597,0.2597,0.53,0.4904458598726115,0.3416944297592508,SOU_15900_-26910,low,2,0.8891079066135846
"London Borough of Southwark, London, UK",0.0,0.0,0.7278,0.6386086032926181,8,0.3571428571428571,0.299424447342824,0.2635744816351174,36.51,0.0666802270752048,0.4079,0.4079,0.5925,0.6496815286624205,0.3309476559775663,SOU_15868_-26985,low,2,-0.3596162165835719
"London Borough of Southwark, London, UK",0.0,0.0,0.7641,0.6868029739776952,12,0.6428571428571429,0.2737036530033612,0.2409332274041113,35.99,0.0657186708334103,0.3353,0.3353,0.5925,0.6496815286624205,0.3363148003732399,SOU_15869_-26989,low,2,0.3468610448045896
"London Borough of Southwark, London, UK",0.0,0.0,0.7334,0.6460435475305364,8,0.3571428571428571,0.1362314882456261,0.1199205482897989,61.45,0.1127979437489598,0.3928,0.3928,0.5925,0.6496815286624205,0.3165542430825365,SOU_15871_-26985,low,2,0.39463539727516833
"London Borough of Southwark, London, UK",0.0,0.0,0.7278,0.6386086032926181,8,0.3571428571428571,0.299424447342824,0.2635744816351174,36.51,0.0666802270752048,0.4079,0.4079,0.5925,0.6496815286624205,0.3309476559775663,SOU_15868_-26985,low,2,-0.3596162165835719
"London Borough of Southwark, London, UK",0.0,0.0,0.7674,0.6911842804036112,14,0.7857142857142857,0.2439725910418774,0.2147618532411077,129.41,0.2384659479650141,0.2484,0.2484,0.5925,0.6496815286624205,0.3750547341032775,SOU_15877_-26982,medium,0,1.0113084726912087
"London Borough of Southwark, London, UK",0.0,0.0,0.7225,0.6315719596388741,10,0.5,0.2652515169326438,0.2334930621025849,141.6,0.2610070452486178,0.1689,0.1689,0.5925,0.6496815286624205,0.3634883097274075,SOU_15878_-26978,medium,0,0.6541037072879269
"London Borough of Southwark, London, UK",0.0,0.0,0.7938,0.7262347318109399,8,0.3571428571428571,0.229149959690001,0.2017139294335833,139.15,0.256476636032471,0.0039,0.0039,0.5925,0.6496815286624205,0.3184277642687059,SOU_15882_-26982,low,2,1.43958003613629
"London Borough of Southwark, London, UK",0.0,0.0,0.7938,0.7262347318109399,8,0.3571428571428571,0.229149959690001,0.2017139294335833,139.15,0.256476636032471,0.0039,0.0039,0.5925,0.6496815286624205,0.3184277642687059,SOU_15882_-26982,low,2,1.43958003613629
"London Borough of Southwark, London, UK",0.0,0.0,0.7677,0.6915825809877855,10,0.5,0.2788868507376608,0.24549584300933,101.93,0.1876513988794171,0.3159,0.3159,0.5925,0.6496815286624205,0.3508976563098858,SOU_15874_-26984,medium,0,0.4180441699504529
"London Borough of Southwark, London, UK",0.0,0.0,0.7674,0.6911842804036112,14,0.7857142857142857,0.2439725910418774,0.2147618532411077,129.41,0.2384659479650141,0.2484,0.2484,0.5925,0.6496815286624205,0.3750547341032775,SOU_15877_-26982,medium,0,1.0113084726912087
"London Borough of Southwark, London, UK",0.0,0.0,0.8174,0.7575677110993096,10,0.5,0.2237918063611904,0.196997305595097,116.51,0.2146119565820374,0.1938,0.1938,0.5925,0.6496815286624205,0.3293743715721315,SOU_15876_-26984,low,2,1.218649459718644
"London Borough of Southwark, London, UK",0.0,0.0,0.7317,0.6437865108868827,10,0.5,0.2629398589177283,0.2314581779493166,107.91,0.1987092956600528,0.298,0.298,0.5925,0.6496815286624205,0.3573378512363218,SOU_15874_-26982,medium,0,0.33844028754370803
"London Borough of Southwark, London, UK",0.0,0.0,0.7934,0.7257036643653744,12,0.6428571428571429,0.17487615827422,0.1539383078987353,4.86,0.0081547365890641,0.2264,0.2264,0.5025,0.4203821656050954,0.3222225486056875,SOU_15869_-26993,low,2,0.8343003775790697
"London Borough of Southwark, London, UK",0.0,0.0,0.7383,0.6525491237387148,11,0.5714285714285714,0.3113529733004299,0.2740748100947614,20.25,0.036613103052941,0.3018,0.3018,0.5025,0.4203821656050954,0.3592752914736599,SOU_15866_-26982,medium,0,-0.1964325149783736
"London Borough of Southwark, London, UK",0.0,0.0,0.7641,0.6868029739776952,12,0.6428571428571429,0.2737036530033612,0.2409332274041113,35.99,0.0657186708334103,0.3353,0.3353,0.5925,0.6496815286624205,0.3363148003732399,SOU_15869_-26989,low,2,0.3468610448045896
"London Borough of Southwark, London, UK",0.0,0.0,0.7317,0.6437865108868827,10,0.5,0.2629398589177283,0.2314581779493166,107.91,0.1987092956600528,0.298,0.298,0.5925,0.6496815286624205,0.3573378512363218,SOU_15874_-26982,medium,0,0.33844028754370803
"London Borough of Southwark, London, UK",0.0,0.0,0.8174,0.7575677110993096,10,0.5,0.2237918063611904,0.196997305595097,116.51,0.2146119565820374,0.1938,0.1938,0.5925,0.6496815286624205,0.3293743715721315,SOU_15876_-26984,low,2,1.218649459718644
"London Borough of Southwark, London, UK",0.0,0.0,0.7102,0.6152416356877324,7,0.2857142857142857,0.2380137392931802,0.2095164523570405,126.54,0.2331588971689565,0.1604,0.1604,0.5925,0.6496815286624205,0.338354749814805,SOU_15875_-26975,low,2,0.4976159201658266
