borough,lighting,lighting_norm,visibility,visibility_norm,connectivity,connectivity_norm,enclosure,enclosure_norm,public_transport_proximity_m,public_transport_proximity_m_norm,dominant_land_use_score,dominant_land_use_score_norm,pedestrian_priority_score,pedestrian_priority_score_norm,risk_score,location_id,risk_class,cluster_id,pc1_score
"London Borough of Tower Hamlets, London, UK",14.706391384802236,0.0900076618265399,0.7551,0.6748539564524695,11,0.5714285714285714,0.1690156279257967,0.1487794564341988,145.46,0.2681447511973225,0.5227,0.5227,0.63,0.7452229299363058,0.3457313296738663,TOW_16374_-26513,low,2,0.384731146975259
"London Borough of Tower Hamlets, London, UK",2.815457066939006,0.0172314676617452,0.7137,0.6198884758364313,9,0.4285714285714285,0.2752001768998443,0.2422505731110852,134.1,0.2471384456073522,0.5098,0.5098,0.63,0.7452229299363058,0.369554155326064,TOW_16371_-26522,medium,0,-0.23319239079948867
"London Borough of Tower Hamlets, London, UK",7.52352091274279,0.0460462739186211,0.6433,0.526420605416888,12,0.6428571428571429,0.5395828941602764,0.4749788565682385,143.23,0.2640211542373195,0.5475,0.5475,0.63,0.7452229299363058,0.4406823875799202,TOW_16377_-26521,high,1,-1.5823162940272926
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.4505,0.2704460966542751,6,0.2142857142857142,0.5297572052555407,0.4663295933475622,119.23,0.2196416353852697,0.6462,0.6462,0.53,0.4904458598726115,0.4882115630999411,TOW_16395_-26952,high,1,-3.4198467647980597
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.9236,0.8985661178969728,6,0.2142857142857142,0.2154647713515425,0.1896672630561439,104.89,0.1931248728711699,0.0024,0.0024,0.5925,0.6496815286624205,0.2660700423083234,TOW_16687_-26692,low,2,2.0067671913613765
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.9236,0.8985661178969728,10,0.5,0.1188000183306954,0.1045761410854481,130.88,0.2411841934947022,0.0782,0.0782,0.6475,0.7898089171974522,0.2748208883803901,TOW_16674_-26688,low,2,2.6512724222911106
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7447,0.6610462028677643,8,0.3571428571428571,0.2747719795789726,0.2418736436790102,88.17,0.1622071414042419,0.037,0.037,0.57,0.592356687898089,0.3231285609640937,TOW_16463_-26625,low,2,0.7444267054226661
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7127,0.6185608072225173,12,0.6428571428571429,0.2503503474832984,0.2203760035316412,82.59,0.1518889032711403,0.1051,0.1051,0.63,0.7452229299363058,0.3337920318767025,TOW_16468_-26626,low,2,0.8947766416356812
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6678,0.5589484864577801,12,0.6428571428571429,0.2525733522643306,0.222332848866191,143.24,0.2640396457035079,0.0621,0.0621,0.57,0.592356687898089,0.3838931767264944,TOW_16461_-26620,medium,0,0.7174286344279003
"London Borough of Tower Hamlets, London, UK",1.2481764689624917,0.0076392258698024,0.6083,0.479952203929899,12,0.6428571428571429,0.4594066870989867,0.4044021137431817,50.71,0.0929381090626675,0.4333,0.4333,0.57,0.592356687898089,0.4151767606259678,TOW_16681_-26672,medium,0,-1.4915268094180834
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.5163,0.3578066914498141,8,0.3571428571428571,0.6303201649557519,0.5548521913180904,99.69,0.1835093104532258,0.5225,0.5225,0.57,0.592356687898089,0.4681008625529045,TOW_16683_-26664,high,1,-2.9808530361667622
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.4627,0.2866436537440255,12,0.6428571428571429,0.4834634157110137,0.4255785401506484,55.97,0.1026646202777418,0.4535,0.4535,0.57,0.592356687898089,0.4570300037163793,TOW_16686_-26666,high,1,-2.3997831144423016
"London Borough of Tower Hamlets, London, UK",11.179774356143444,0.0684236753405508,0.8897,0.8535581518852895,8,0.3571428571428571,0.125588485549611,0.1105518279213131,39.07,0.0714140424194234,0.2006,0.2006,0.5925,0.6496815286624205,0.2456706981040886,TOW_16551_-26753,low,2,1.5564857916778496
"London Borough of Tower Hamlets, London, UK",11.99348571685672,0.0734038404308925,0.8376,0.7843866171003717,12,0.6428571428571429,0.2418464276527041,0.2128902545184713,2.09,0.00303260045489,0.0702,0.0702,0.5625,0.5732484076433121,0.2751856345567987,TOW_16552_-26749,low,2,1.1938941560332557
"London Borough of Tower Hamlets, London, UK",10.904117946680904,0.0667365728941367,0.8127,0.751327668613914,12,0.6428571428571429,0.2007048298078734,0.1766745232319204,60.85,0.1116884557776586,0.1437,0.1437,0.53,0.4904458598726115,0.3146315032085515,TOW_16556_-26752,low,2,1.104710131478907
"London Borough of Tower Hamlets, London, UK",1.1225740010011689,0.0068704999352727,0.8628,0.8178438661710037,8,0.3571428571428571,0.1605049604139308,0.1412877676368557,48.87,0.0895356792840104,0.1734,0.1734,0.5925,0.6496815286624205,0.2706731121291645,TOW_16527_-26738,low,2,1.4743019904529835
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8066,0.7432288900690387,8,0.3571428571428571,0.1906212178388764,0.167798217969194,161.4,0.2976201483015588,0.2141,0.2141,0.53,0.4904458598726115,0.3548058990243403,TOW_16488_-26738,medium,0,1.0551124389562196
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.5163,0.3578066914498141,8,0.3571428571428571,0.6303201649557522,0.5548521913180906,99.69,0.1835093104532258,0.5225,0.5225,0.57,0.592356687898089,0.4681008625529045,TOW_16683_-26664,high,1,-2.980853036166763
"London Borough of Tower Hamlets, London, UK",6.883428565881468,0.0421287108682056,0.6627,0.5521773765268189,6,0.2142857142857142,0.1064523282258656,0.093706834829218,54.68,0.1002792211394441,0.3844,0.3844,0.5475,0.535031847133758,0.3160852954602813,TOW_16695_-26672,low,2,-0.18988584988672955
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6965,0.597052575677111,8,0.3571428571428571,0.332653429480595,0.2928249714329589,63.57,0.1167181345808909,0.2041,0.2041,0.5925,0.6496815286624205,0.3372465146523672,TOW_16395_-26625,low,2,-0.12591577069482343
"London Borough of Tower Hamlets, London, UK",11.179774356143447,0.0684236753405508,0.8897,0.8535581518852895,8,0.3571428571428571,0.125588485549611,0.1105518279213131,39.07,0.0714140424194234,0.2006,0.2006,0.5925,0.6496815286624205,0.2456706981040886,TOW_16551_-26753,low,2,1.5564857916778496
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7215,0.6302442910249602,8,0.3571428571428571,0.1628691830330779,0.1433689228559492,31.74,0.0578597977033599,0.8994,0.8994,0.53,0.4904458598726115,0.3690288076385926,TOW_16293_-26624,medium,0,-1.1810634586586468
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6336,0.5135422198619225,9,0.4285714285714285,0.2814618061784013,0.2477625000961163,57.45,0.1054013572736182,0.936,0.936,0.4775,0.3566878980891719,0.4418464900083645,TOW_16298_-26639,high,1,-2.2267699661796128
"London Borough of Tower Hamlets, London, UK",1.5094525286342142,0.0092383161297424,0.6513,0.5370419543281997,8,0.3571428571428571,0.5963354316198488,0.5249364361016751,57.68,0.1058266609959503,0.9589,0.9589,0.53,0.4904458598726115,0.4614246276259759,TOW_16290_-26619,high,1,-3.342427454191622
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.651,0.5366436537440256,9,0.4285714285714285,0.3066153812647654,0.2699044480014844,30.48,0.0555298729636272,0.9267,0.9267,0.63,0.7452229299363058,0.3811237208853398,TOW_16293_-26612,medium,0,-1.8636160557439865
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7513,0.6698088157195964,8,0.3571428571428571,0.2479336186405178,0.2182486286374355,102.84,0.1893341223025574,0.3159,0.3159,0.5925,0.6496815286624205,0.3391551512582024,TOW_16459_-26912,low,2,0.3299465533654204
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.4667,0.2919543281996813,5,0.1428571428571428,0.1730703958435873,0.1523487486598891,104.6,0.1925886203517076,0.8979,0.8979,0.5925,0.6496815286624205,0.4199606023351165,TOW_16439_-26993,medium,0,-2.4593177881807424
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.4384,0.2543813064259161,4,0.0714285714285714,0.3066643070037611,0.2699475158819092,126.14,0.2324192385214223,0.7786,0.7786,0.57,0.592356687898089,0.4466504733843198,TOW_16437_-26993,high,1,-2.9269397737197322
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8734,0.8319171534784917,6,0.2142857142857142,0.3138275330701108,0.2762530918428179,28.73,0.0522938663806653,0.6852,0.6852,0.53,0.4904458598726115,0.3286875945092288,TOW_16330_-26571,low,2,-0.5686004496778942
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8664,0.822623473181094,6,0.2142857142857142,0.0068776583815838,0.0060541991773766,77.33,0.1421623920560661,0.5398,0.5398,0.6075,0.6878980891719746,0.2748977775087584,TOW_16334_-26565,low,2,1.2352288093992991
"London Borough of Tower Hamlets, London, UK",0.7074725343360784,0.0043299506286696,0.9035,0.8718799787573022,6,0.2142857142857142,0.1292797652559388,0.11380115222933,106.18,0.1955102720094676,0.414,0.414,0.53,0.4904458598726115,0.3070593602072302,TOW_16333_-26561,low,2,1.1055193251977316
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8756,0.8348380244291026,6,0.2142857142857142,0.1828695185432711,0.1609746264362983,37.83,0.0691211006120675,0.2665,0.2665,0.5075,0.4331210191082801,0.2887960003799236,TOW_16330_-26566,low,2,0.8833387828179062
"London Borough of Tower Hamlets, London, UK",4.550065384227685,0.0278478068260467,0.5885,0.4536643653744026,7,0.2857142857142857,0.4039052485752094,0.3555458395854512,99.99,0.1840640544388764,0.2685,0.2685,0.57,0.592356687898089,0.3850682549998476,TOW_16277_-26653,medium,0,-1.2313603720667194
"London Borough of Tower Hamlets, London, UK",0.8559617665555382,0.0052387506360123,0.607,0.4782262347318109,10,0.5,0.3510566862867425,0.3090248138844491,95.08,0.1749847445403946,0.2173,0.2173,0.57,0.592356687898089,0.3901722626478389,TOW_16273_-26655,medium,0,-0.5943580496505704
"London Borough of Tower Hamlets, London, UK",12.14232389709412,0.0743147761079839,0.6279,0.5059745087626129,12,0.6428571428571429,0.5780546568829916,0.5088444109917856,18.09,0.0326189463562565,0.0595,0.0595,0.57,0.592356687898089,0.3672231276153197,TOW_16273_-26662,medium,0,-1.175012132697879
"London Borough of Tower Hamlets, London, UK",6.04746644963813,0.0370123642750919,0.6036,0.4737121614445034,9,0.4285714285714285,0.2236902806122835,0.1969079354822748,43.33,0.0792914070156622,0.1735,0.1735,0.5925,0.6496815286624205,0.3277114549535125,TOW_16275_-26659,low,2,-0.1929873685934477
"London Borough of Tower Hamlets, London, UK",23.23260778761012,0.1421907421324874,0.7479,0.6652947424322889,6,0.2142857142857142,0.3485314044033148,0.3068018829604256,80.15,0.147376985521182,0.455,0.455,0.4175,0.2038216560509553,0.3632911980919377,TOW_16388_-26504,medium,0,-1.3026422450427637
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.817,0.7570366436537439,7,0.2857142857142857,0.1653253162846291,0.1455309842852993,61.16,0.1122616912294975,0.272,0.272,0.5075,0.4331210191082801,0.3134997446728844,TOW_16358_-26661,low,2,0.731526189423442
"London Borough of Tower Hamlets, London, UK",2.7620010053420194,0.0169043000385733,0.7292,0.6404673393520977,6,0.2142857142857142,0.1556731389298645,0.1370344581482084,108.92,0.2005769337450766,0.537,0.537,0.4875,0.3821656050955413,0.3674721413898429,TOW_16340_-26674,medium,0,-0.3629367030577125
"London Borough of Tower Hamlets, London, UK",3.00812383556112,0.0184106478495696,0.7671,0.690785979819437,9,0.4285714285714285,0.0599849494992123,0.0528029762114295,119.35,0.2198635329795299,0.6329,0.6329,0.4875,0.3821656050955413,0.374828937632909,TOW_16339_-26676,medium,0,0.19401070522684855
"London Borough of Tower Hamlets, London, UK",4.0158716396164,0.0245783759604631,0.8158,0.7554434413170472,6,0.2142857142857142,0.1638216965565706,0.1442073923277408,305.76,0.5645629541966383,0.14,0.14,0.5075,0.4331210191082801,0.3938715551925144,TOW_16346_-26698,medium,0,1.4774758360860225
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7027,0.6052841210833776,10,0.5,0.38897988211402,0.3424074811009217,42.3,0.0773867859982617,0.44,0.44,0.57,0.592356687898089,0.3717828364065101,TOW_16345_-26670,medium,0,-0.8443263520057402
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7245,0.6342272968667021,9,0.4285714285714285,0.3249580501518426,0.2860509567004904,71.36,0.1311229867416187,0.5356,0.5356,0.53,0.4904458598726115,0.3846778009018107,TOW_16342_-26672,medium,0,-0.8004302102353019
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.853,0.8048327137546468,6,0.2142857142857142,0.2192220757481752,0.1929747069454999,250.99,0.463285193883023,0.0762,0.0762,0.5925,0.6496815286624205,0.3453338264174081,TOW_16602_-26743,low,2,1.7624646899271812
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.845,0.7942113648433351,7,0.2857142857142857,0.1892602294382037,0.1666001801489622,267.21,0.4932783520405333,0.0906,0.0906,0.5925,0.6496815286624205,0.3564077395034559,TOW_16601_-26745,medium,0,1.8982501910960512
"London Borough of Tower Hamlets, London, UK",12.014624951054024,0.0735332190794758,0.7125,0.6182952734997345,8,0.3571428571428571,0.2700414714117881,0.2377095173055589,83.02,0.1526840363172396,0.3447,0.3447,0.5925,0.6496815286624205,0.3270950556775512,TOW_16588_-26731,low,2,-0.21584664876586337
"London Borough of Tower Hamlets, London, UK",12.278506521818706,0.075148255872811,0.6587,0.546866702071163,12,0.6428571428571429,0.3253198682056761,0.2863694544278193,21.41,0.0387581131307901,0.3557,0.3557,0.585,0.6305732484076433,0.345540649468296,TOW_16581_-26729,low,2,-0.6683303652755935
"London Borough of Tower Hamlets, London, UK",12.014624951054024,0.0735332190794758,0.7125,0.6182952734997345,8,0.3571428571428571,0.2700414714117881,0.2377095173055589,83.02,0.1526840363172396,0.3447,0.3447,0.5925,0.6496815286624205,0.3270950556775512,TOW_16588_-26731,low,2,-0.21584664876586337
"London Borough of Tower Hamlets, London, UK",21.571409946653,0.1320236977785364,0.6506,0.5361125862984598,12,0.6428571428571429,0.4830648261765186,0.4252276735768865,64.2,0.1178830969507572,0.4424,0.4424,0.585,0.6305732484076433,0.3807616787972078,TOW_16582_-26726,medium,0,-1.5360275106557066
"London Borough of Tower Hamlets, London, UK",3.606593825249562,0.0220734692063354,0.7645,0.6873340414232607,5,0.1428571428571428,0.2330140655145495,0.2051153874598963,58.23,0.1068436916363098,0.0274,0.0274,0.5625,0.5732484076433121,0.2815942137216269,TOW_16378_-26750,low,2,0.7275099125183571
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.9178,0.8908656399362719,8,0.3571428571428571,0.0,0.0,64.92,0.1192144825163187,0.786,0.786,0.63,0.7452229299363058,0.2815306941789683,TOW_16442_-26562,low,2,1.1237474000287373
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8402,0.787838555496548,12,0.6428571428571429,0.1161706385338516,0.10226157584829,104.34,0.1921078422308104,0.4899,0.4899,0.63,0.7452229299363058,0.3279281726464889,TOW_16438_-26562,low,2,1.2664683566398272
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.9238,0.8988316516197556,12,0.6428571428571429,0.0,0.0,51.59,0.0945653580872427,0.7123,0.7123,0.53,0.4904458598726115,0.3201527508800587,TOW_16442_-26564,low,2,1.2738758863887591
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.9044,0.8730748805098247,13,0.7142857142857143,0.0,0.0,51.97,0.0952680338024001,0.2635,0.2635,0.57,0.592356687898089,0.283865183797764,TOW_16442_-26566,low,2,2.376586790397921
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7923,0.7242432288900691,9,0.4285714285714285,0.0943339848504152,0.0830394157129571,150.39,0.277261044028181,0.2398,0.2398,0.3875,0.1273885350318471,0.3911554575745209,TOW_16433_-26563,medium,0,0.9487127318901862
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.9238,0.8988316516197556,12,0.6428571428571429,0.0,0.0,51.59,0.0945653580872427,0.7123,0.7123,0.53,0.4904458598726115,0.3201527508800587,TOW_16442_-26564,low,2,1.2738758863887591
"London Borough of Tower Hamlets, London, UK",5.97899157583999,0.0365932768781111,0.8922,0.8568773234200744,8,0.3571428571428571,0.0,0.0,85.21,0.1567336674124891,0.0035,0.0035,0.62,0.7197452229299363,0.2319890462127263,TOW_16399_-26501,low,2,2.7499856318273643
"London Borough of Tower Hamlets, London, UK",5.604001563596303,0.0342982220732159,0.7861,0.7160116834838025,7,0.2857142857142857,0.2149382686872763,0.189203798338934,155.58,0.2868581149799368,0.5165,0.5165,0.57,0.592356687898089,0.3581238334476979,TOW_16411_-26495,medium,0,0.11611084268322898
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8007,0.7353956452469463,12,0.6428571428571429,0.248828553708867,0.2190364134987938,135.29,0.2493389300837663,0.0211,0.0211,0.5925,0.6496815286624205,0.341710672481652,TOW_16408_-26531,low,2,1.5938305399594606
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7107,0.6159054699946893,12,0.6428571428571429,0.2489458390943093,0.2191396563533625,165.0,0.3042770761293663,0.0431,0.0431,0.5925,0.6496815286624205,0.3749700154008903,TOW_16403_-26531,medium,0,1.1178736159526574
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7825,0.7112320764737121,12,0.6428571428571429,0.2904817819080605,0.255702517848188,120.99,0.22289613343442,0.0919,0.0919,0.5925,0.6496815286624205,0.3509405799675406,TOW_16408_-26534,medium,0,1.1368018457692621
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8007,0.7353956452469463,12,0.6428571428571429,0.248828553708867,0.2190364134987938,135.29,0.2493389300837663,0.0211,0.0211,0.5925,0.6496815286624205,0.341710672481652,TOW_16408_-26531,low,2,1.5938305399594606
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7436,0.6595857673924589,12,0.6428571428571429,0.2859955408605547,0.2517534125928222,170.58,0.3145953142624679,0.0192,0.0192,0.5925,0.6496815286624205,0.3736346777949076,TOW_16404_-26528,medium,0,1.2215359199540985
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8114,0.7496016994158258,12,0.6428571428571429,0.2392188379241588,0.210577265025472,174.48,0.321806986075926,0.0,0.0,0.5925,0.6496815286624205,0.3527903205799261,TOW_16409_-26527,medium,0,1.8260027122719242
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7668,0.6903876792352629,12,0.6428571428571429,0.3013682805348148,0.2652855804799539,114.79,0.2114314243976405,0.1087,0.1087,0.5925,0.6496815286624205,0.3545025831425665,TOW_16407_-26537,medium,0,0.9561175343994016
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.689,0.5870950610727561,12,0.6428571428571429,0.2619356088338598,0.2305741663142059,165.42,0.3050537177092772,0.0759,0.0759,0.5925,0.6496815286624205,0.3843012329686712,TOW_16402_-26534,medium,0,0.8739840362654646
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7825,0.7112320764737121,12,0.6428571428571429,0.2904817819080605,0.255702517848188,120.99,0.22289613343442,0.0919,0.0919,0.5925,0.6496815286624205,0.3509405799675406,TOW_16408_-26534,medium,0,1.1368018457692621
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7668,0.6903876792352629,12,0.6428571428571429,0.3013682805348148,0.2652855804799539,114.79,0.2114314243976405,0.1087,0.1087,0.5925,0.6496815286624205,0.3545025831425665,TOW_16407_-26537,medium,0,0.9561175343994016
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7405,0.6554699946893257,14,0.7857142857142857,0.2968934477334912,0.2613465175661555,116.89,0.2153146322971948,0.2375,0.2375,0.5925,0.6496815286624205,0.3821294066857685,TOW_16406_-26539,medium,0,0.6566481412481253
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6813,0.5768720127456187,12,0.6428571428571429,0.2919614616859065,0.2570050361759089,169.69,0.3129495737717044,0.1898,0.1898,0.5925,0.6496815286624205,0.4013957478143494,TOW_16401_-26537,medium,0,0.46083352054649585
"London Borough of Tower Hamlets, London, UK",2.2464653331193505,0.0137490623442408,0.8837,0.8455921402018057,8,0.3571428571428571,0.1000231612355561,0.0880474293536315,104.25,0.1919414190351153,0.0189,0.0189,0.4675,0.3312101910828026,0.3031843345191091,TOW_16356_-26810,low,2,1.9606656573026218
"London Borough of Tower Hamlets, London, UK",4.772245265927206,0.0292076163900256,0.8167,0.7566383430695698,10,0.5,0.1423847712123819,0.1253371012222986,98.08,0.1805321843969008,0.0426,0.0426,0.53,0.4904458598726115,0.3109267274469338,TOW_16357_-26801,low,2,1.6198242693300324
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7393,0.6538767923526287,10,0.5,0.3090060826273004,0.2720089116749301,20.92,0.0378520312875607,0.0355,0.0355,0.57,0.592356687898089,0.3124147550212482,TOW_16291_-26895,low,2,0.5561077390981966
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6085,0.4802177376526819,8,0.3571428571428571,0.3713561741772778,0.3268938524539024,80.31,0.1476728489801956,0.2861,0.2861,0.53,0.4904458598726115,0.3941109054836462,TOW_16300_-26897,medium,0,-1.0745870222247111
"London Borough of Tower Hamlets, London, UK",0.9481937810409068,0.0058032390786331,0.6585,0.5466011683483802,11,0.5714285714285714,0.1376332420588937,0.1211544706965724,180.4,0.3327539340594316,0.33,0.33,0.5925,0.6496815286624205,0.3929534322743573,TOW_16513_-26986,medium,0,0.5625079172605063
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6856,0.5825809877854488,8,0.3571428571428571,0.3290409113706634,0.2896449786278539,144.69,0.2667209083008192,0.371,0.371,0.5925,0.6496815286624205,0.3865050267132411,TOW_16517_-26983,medium,0,-0.3772493521690263
"London Borough of Tower Hamlets, London, UK",28.50806694318217,0.174478183098131,0.6171,0.4916356877323419,6,0.2142857142857142,0.405467546046604,0.3569210838243133,98.23,0.1808095563897261,0.5743,0.5743,0.63,0.7452229299363058,0.3437264588745878,TOW_16383_-26509,low,2,-1.9698482825783918
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7786,0.7060541688794476,11,0.5714285714285714,0.2707690482515449,0.238349981670077,46.84,0.0857819116477745,0.0,0.0,0.5925,0.6496815286624205,0.3059067815656909,TOW_16421_-26540,low,2,1.1790941486556052
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7281,0.6390069038767923,12,0.6428571428571429,0.2677293006385545,0.2356741817863147,84.73,0.1558460770354481,0.0001,0.0001,0.5925,0.6496815286624205,0.336867035310326,TOW_16419_-26533,low,2,1.0602748852882584
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8069,0.7436271906532129,12,0.6428571428571429,0.1247020294242105,0.1097715068225579,42.21,0.0772203628025666,0.0006,0.0006,0.63,0.7452229299363058,0.2736724891518429,TOW_16418_-26537,low,2,2.0480553403458672
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.672,0.5645246946362188,12,0.6428571428571429,0.4224972512035007,0.3719118293995693,170.49,0.3144288910667727,0.3694,0.3694,0.5925,0.6496815286624205,0.437733142915126,TOW_16400_-26542,high,1,-0.5110433649283489
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.683,0.5791290493892725,12,0.6428571428571429,0.3365961349002006,0.2962956183571985,139.53,0.2571793117476285,0.4591,0.4591,0.5925,0.6496815286624205,0.4165685500692996,TOW_16404_-26544,medium,0,-0.3951838315975387
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6942,0.5939989378651089,14,0.7857142857142857,0.3762004052932871,0.3311580857743733,126.43,0.2329554910408846,0.3921,0.3921,0.5925,0.6496815286624205,0.4204394499037213,TOW_16405_-26542,medium,0,-0.24080745607755474
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.672,0.5645246946362188,12,0.6428571428571429,0.4224972512035007,0.3719118293995693,170.49,0.3144288910667727,0.3694,0.3694,0.5925,0.6496815286624205,0.437733142915126,TOW_16400_-26542,high,1,-0.5110433649283489
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6371,0.5181890600106214,12,0.6428571428571429,0.1969021709989425,0.1733271551953632,112.96,0.2080474860851716,0.3655,0.3655,0.5925,0.6496815286624205,0.3872306371236406,TOW_16394_-26541,medium,0,0.054033670416003286
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6241,0.5009293680297398,12,0.6428571428571429,0.4189329841075038,0.3687743105343817,125.07,0.2304406516392684,0.2215,0.2215,0.5925,0.6496815286624205,0.4155309843905242,TOW_16395_-26539,medium,0,-0.5168622856899502
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8296,0.77376526818906,8,0.3571428571428571,0.0,0.0,100.83,0.1856173375986982,0.4403,0.4403,0.5925,0.6496815286624205,0.2981996486988699,TOW_16392_-26549,low,2,1.4255011244577631
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8555,0.8081518852894318,12,0.6428571428571429,0.1642488430748553,0.1445833967693896,96.55,0.1777029900700826,0.2809,0.2809,0.5925,0.6496815286624205,0.3230551531681802,TOW_16391_-26549,low,2,1.5314382542444975
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.726,0.636218799787573,12,0.6428571428571429,0.2546523375334438,0.2241629180856431,109.02,0.2007618484069601,0.4667,0.4667,0.5925,0.6496815286624205,0.3828539884996411,TOW_16393_-26546,medium,0,0.07133263723704371
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8154,0.7549123738714817,12,0.6428571428571429,0.2473139123336232,0.2177031195113262,88.34,0.162521496329444,0.3604,0.3604,0.5925,0.6496815286624205,0.3456365892513514,TOW_16391_-26546,low,2,0.7877795972019556
"London Borough of Tower Hamlets, London, UK",3.999425270318506,0.0244777190958859,0.8582,0.8117365905469994,12,0.6428571428571429,0.1747507484915204,0.1538279133776454,46.22,0.0846354407440966,0.1483,0.1483,0.5925,0.6496815286624205,0.2879141248267894,TOW_16386_-26545,low,2,1.6548604526174828
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7844,0.7137546468401487,8,0.3571428571428571,0.361788215364471,0.3184714614074415,91.31,0.1680134617873851,0.1691,0.1691,0.5925,0.6496815286624205,0.3317162834919619,TOW_16392_-26544,low,2,0.38369815798117063
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8154,0.7549123738714817,12,0.6428571428571429,0.2473139123336232,0.2177031195113262,88.34,0.162521496329444,0.3604,0.3604,0.5925,0.6496815286624205,0.3456365892513514,TOW_16391_-26546,low,2,0.7877795972019556
"London Borough of Tower Hamlets, London, UK",3.999425270318506,0.0244777190958859,0.8582,0.8117365905469994,12,0.6428571428571429,0.1747507484915204,0.1538279133776454,46.22,0.0846354407440966,0.1483,0.1483,0.5925,0.6496815286624205,0.2879141248267894,TOW_16386_-26545,low,2,1.6548604526174828
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.8555,0.8081518852894318,12,0.6428571428571429,0.1642488430748554,0.1445833967693897,96.55,0.1777029900700826,0.2809,0.2809,0.5925,0.6496815286624205,0.3230551531681802,TOW_16391_-26549,low,2,1.5314382542444973
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.6371,0.5181890600106214,12,0.6428571428571429,0.1969021709989425,0.1733271551953632,112.96,0.2080474860851716,0.3655,0.3655,0.5925,0.6496815286624205,0.3872306371236406,TOW_16394_-26541,medium,0,0.054033670416003286
"London Borough of Tower Hamlets, London, UK",0.0,0.0,0.7577,0.6783058948486458,8,0.3571428571428571,0.3144577007697602,0.2768078098234379,69.4,0.1274986593687013,0.1195,0.1195,0.5925,0.6496815286624205,0.3179344160013491,TOW_16390_-26542,low,2,0.48774383989413117
