osm_id,name,highway,waterway,aerialway,barrier,man_made,railway,z_order,other_tags,geometry,lanes,maxspeed,oneway,sidewalk,cycleway,width,service,access,surface,smoothness,lit,bridge,tunnel,layer,ref,junction,oneway:cycleway,cycleway:both,cycleway:left,cycleway:right,foot,motor_vehicle,bicycle,footway,borough,longitude,latitude,location_id,lighting,connectivity,enclosure,visibility_blocked_ratio,visibility,public_transport_proximity_m,dominant_land_use_score
1002592847,,footway,,,,,,0,,"LINESTRING (431663.412228 4582901.518211, 431664.868695 4582899.927866)",,,,,,,,,,,,,,,,,,,,,,,,,Eixample,2.1825672,41.3947393,eixample_000010,0.0,4.0,0.0,0.0,1.0,17.89,0.4999
1002592848,,corridor,,,,,,0,"""indoor""=>""yes""","LINESTRING (431664.868695 4582899.927866, 431668.683013 4582895.695006, 431670.031746 4582894.205604)",,,,,,,,,,,,,,,,,,,,,,,,,Eixample,2.1826072,41.3947066,eixample_000011,0.0,4.0,0.46860276037777704,0.6942263116707807,0.22861584174147237,20.8,0.4933
1002592849,,corridor,,,,,,0,"""indoor""=>""yes""","LINESTRING (431668.683013 4582895.695006, 431663.606767 4582890.235886)",,,,,,,,,,,,,,,,,,,,,,,,,Eixample,2.182592,41.3946696,eixample_000012,0.0,2.0,0.05212540520309431,0.17375135067698105,0.7184770863678427,19.9,0.4969
1002592850,,footway,,,,,,0,,"LINESTRING (431599.29493 4582840.469313, 431601.77684 4582838.569496)",,,,,,,,,,,,,,,,,,,,,,,,,Eixample,2.1818134,41.3941827,eixample_000013,0.0,3.0,0.0,0.0,1.0,17.34,0.5
1002592851,,corridor,,,,,,0,"""indoor""=>""yes""","LINESTRING (431601.77684 4582838.569496, 431606.24187 4582834.186121, 431607.260712 4582833.177245)",,,,,,,,,,,,,,,,,,,,,,,,,Eixample,2.1818614,41.3941502,eixample_000014,0.0,4.0,0.711818082484298,0.8897726031053724,0.07873385492473398,20.39,0.5
1002592852,,corridor,,,,,,0,"""indoor""=>""yes""","LINESTRING (431610.617195 4582838.896827, 431606.24187 4582834.186121)",,,,,,,,,,,,,,,,,,,,,,,,,Eixample,2.1819081,41.3941565,eixample_000015,0.0,2.0,0.0,0.0,1.0,20.0,0.4958
1004978849,,footway,,,,,,0,"""footway""=>""sidewalk"",""lit""=>""yes"",""surface""=>""paving_stones""","LINESTRING (430564.418658 4581909.35862, 430562.673309 4581911.340553)",,,,,,,,,paving_stones,,yes,,,,,,,,,,,,,sidewalk,Eixample,2.1695168,41.385725,eixample_000016,0.0,3.0,0.0,0.0,1.0,1.32,0.5
1004978851,,footway,,,,,,0,"""lit""=>""yes"",""surface""=>""paving_stones""","LINESTRING (430567.177333 4582148.35467, 430567.382265 4582147.053671)",,,,,,,,,paving_stones,,yes,,,,,,,,,,,,,,Eixample,2.1695342,41.3878632,eixample_000017,0.0,2.0,0.0,0.0,1.0,0.66,0.5166
1005072692,,footway,,,,,,0,"""lit""=>""yes"",""surface""=>""asphalt""","LINESTRING (430678.843936 4582061.660074, 430681.568335 4582062.377899)",,,,,,,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.1708946,41.3871011,eixample_000018,0.0,3.0,0.046797665813923375,0.046797665813923375,0.6250507109416896,14.44,0.4985
1005245500,,footway,,,,,,0,"""surface""=>""paving_stones"",""wheelchair""=>""yes""","LINESTRING (430424.006042 4582383.776787, 430426.830806 4582381.895477)",,,,,,,,,paving_stones,,,,,,,,,,,,,,,,Eixample,2.1678106,41.3899687,eixample_000019,0.0,4.0,0.9454865047238331,0.9454865047238331,0.0357465542794537,6.52,0.489
1005245501,,footway,,,,,,0,"""footway""=>""sidewalk"",""lit""=>""yes""","LINESTRING (431027.031135 4582373.513683, 431027.712574 4582373.074184)",,,,,,,,,,,yes,,,,,,,,,,,,,sidewalk,Eixample,2.175011,41.3899345,eixample_000020,0.0,3.0,0.0,0.0,1.0,4.82,0.493
1007151967,,footway,,,,,,-10,"""layer""=>""-1"",""surface""=>""paving_stones"",""tunnel""=>""building_passage""","LINESTRING (430866.422186 4583386.39398, 430845.526651 4583365.875507)",,,,,,,,,paving_stones,,,,building_passage,-1,,,,,,,,,,,Eixample,2.1728466,41.3989521,eixample_000021,0.0,4.0,0.975,1.0,0.0,90.54,0.4724
1007205016,Carrer de Berlín,secondary,,,,,,6,"""cycleway:both""=>""no"",""lanes""=>""4"",""lit""=>""yes"",""maxspeed""=>""50"",""name:ca""=>""Carrer de Berlín"",""oneway""=>""yes"",""smoothness""=>""excellent"",""surface""=>""asphalt"",""turn:lanes""=>""left|through;left|none|none""","LINESTRING (428316.533024 4581922.722559, 428332.512044 4581938.730367)",4,50,yes,,,,,,asphalt,excellent,yes,,,,,,,no,,,,,,,Eixample,2.1427377,41.3857122,eixample_000022,0.0,9.0,0.0,0.0,1.0,36.54,0.4889
1007205017,Carrer d'Entença,secondary,,,,,,6,"""cycleway:left""=>""separate"",""cycleway:right""=>""no"",""lanes""=>""4"",""lit""=>""yes"",""maxspeed""=>""50"",""name:ca""=>""Carrer d'Entença"",""name:etymology:wikidata""=>""Q1991550"",""oneway""=>""yes"",""surface""=>""asphalt""","LINESTRING (428316.533024 4581922.722559, 428302.821877 4581938.16918)",4,50,yes,,,,,,asphalt,,yes,,,,,,,,separate,no,,,,,Eixample,2.1425602,41.3857084,eixample_000023,0.0,9.0,0.0,0.0,1.0,48.37,0.5
1007205018,Avinguda de Josep Tarradellas,secondary,,,,,,6,"""cycleway:left""=>""separate"",""cycleway:right""=>""no"",""lanes""=>""2"",""lit""=>""yes"",""maxspeed""=>""50"",""name:ca""=>""Avinguda de Josep Tarradellas"",""name:etymology:wikidata""=>""Q8005"",""oneway""=>""yes"",""psv:lanes""=>""yes|designated"",""smoothness""=>""excellent"",""surface""=>""asphalt"",""wikidata""=>""Q4828896"",""wikipedia""=>""en:Avinguda de Josep Tarradellas, Barcelona""","MULTILINESTRING ((428300.114984 4581890.242366, 428299.243023 4581877.400941), (428296.59808 4581837.895087, 428293.875307 4581797.128247, 428293.582391 4581792.87872), (428293.582391 4581792.87872, 428292.123668 4581761.238679))",2,50,yes,,,,,,asphalt,excellent,yes,,,,,,,,separate,no,,,,,Eixample,2.142393,41.3845863,eixample_000024,0.0,11.0,0.2418750382906085,0.2418750382906085,0.4971311224323879,158.89,0.4923
1008820621,,service,,,,,,0,"""service""=>""parking_aisle""","LINESTRING (429472.677557 4583017.748064, 429475.453042 4583009.138481, 429476.240377 4583006.710379)",,,,,,,parking_aisle,,,,,,,,,,,,,,,,,,Eixample,2.1563639,41.3955545,eixample_000025,0.0,2.0,0.10446211278791818,0.10446211278791818,0.5872379588275947,85.13,0.4998
1013564771,Passatge de Maiol,footway,,,,,,0,"""footway""=>""sidewalk"",""name:ca""=>""Passatge de Maiol""","LINESTRING (430946.42574 4583739.435072, 430990.514995 4583693.848244, 431027.264055 4583655.193188)",,,,,,,,,,,,,,,,,,,,,,,,sidewalk,Eixample,2.1743768,41.4018579,eixample_000026,0.0,6.0,0.7902985074626866,1.0,0.0,129.75,0.4723
1013564772,Passatge de Maiol,footway,,,,,,0,"""footway""=>""sidewalk"",""name:ca""=>""Passatge de Maiol""","LINESTRING (430950.172145 4583743.074401, 430999.34388 4583692.198604, 431031.220705 4583658.963791)",,,,,,,,,,,,,,,,,,,,,,,,sidewalk,Eixample,2.1744216,41.4018905,eixample_000027,0.0,6.0,0.7961538461538462,1.0,0.0,134.22,0.4739
1013564775,Carrer de Nàpols,footway,,,,,,0,"""footway""=>""sidewalk"",""name:ca""=>""Carrer de Nàpols"",""name:etymology:wikidata""=>""Q173065"",""surface""=>""paving_stones""","LINESTRING (430749.02479 4583630.668816, 430736.397433 4583643.358053)",,,,,,,,,paving_stones,,,,,,,,,,,,,,,sidewalk,Eixample,2.171462,41.401292,eixample_000028,0.0,5.0,0.0,0.0,1.0,77.1,0.5076
1013564776,Carrer de Nàpols,footway,,,,,,0,"""crossing""=>""traffic_signals"",""crossing:markings""=>""dashes"",""footway""=>""crossing"",""name:ca""=>""Carrer de Nàpols"",""name:etymology:wikidata""=>""Q173065"",""surface""=>""asphalt""","LINESTRING (430780.577127 4583617.79868, 430779.581312 4583616.820042, 430776.475989 4583613.796432, 430773.488115 4583610.816112)",,,,,,,,,asphalt,,,,,,,,,,,,,,,crossing,Eixample,2.171875,41.4010906,eixample_000029,20.099389382595017,4.0,0.0,0.0,1.0,48.9,0.5
1013564777,Carrer de Nàpols,footway,,,,,,0,"""footway""=>""sidewalk"",""name:ca""=>""Carrer de Nàpols"",""name:etymology:wikidata""=>""Q173065"",""surface""=>""paving_stones""","LINESTRING (430749.02479 4583630.668816, 430771.201048 4583608.561884)",,,,,,,,,paving_stones,,,,,,,,,,,,,,,sidewalk,Eixample,2.1716721,41.4011368,eixample_000030,0.0,6.0,0.525,1.0,0.0,62.46,0.5046
1013564778,Carrer de Mallorca,footway,,,,,,0,"""footway""=>""sidewalk"",""name:ca""=>""Carrer de Mallorca"",""name:etymology:wikidata""=>""Q836676"",""surface""=>""paving_stones""","LINESTRING (430752.480588 4583574.177588, 430771.291347 4583591.773457, 430771.201048 4583608.561884)",,,,,,,,,paving_stones,,,,,,,,,,,,,,,sidewalk,Eixample,2.1717589,41.400851,eixample_000031,9.401506356343384,5.0,0.1801988037635769,0.24516844049466244,0.5519792025633181,71.5,0.4907
1016586286,,cycleway,,,,,,0,"""crossing""=>""traffic_signals"",""crossing:markings""=>""yes"",""crossing:signals""=>""yes"",""cycleway""=>""crossing"",""lit""=>""yes"",""oneway""=>""no"",""segregated""=>""yes"",""surface""=>""asphalt""","LINESTRING (431194.855411 4582988.481593, 431197.424735 4582991.399444, 431201.067454 4582995.539518)",,,no,,crossing,,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.176981,41.3955217,eixample_000032,10.635663313185288,4.0,0.0,0.0,1.0,58.11,0.5
1017540233,,footway,,,,,,0,"""bicycle""=>""yes"",""cycle_network""=>""ES:BCN"",""footway""=>""sidewalk""","LINESTRING (431829.708225 4582884.973449, 431827.357732 4582887.515916)",,,,,,,,,,,,,,,,,,,,,,,yes,sidewalk,Eixample,2.1845351,41.3946228,eixample_000033,0.0,6.0,0.0,0.0,1.0,106.02,0.5
1017855764,Carrer de Trafalgar,secondary,,,,,,6,"""lanes""=>""3"",""lit""=>""yes"",""maxspeed""=>""50"",""name:ca""=>""Carrer de Trafalgar"",""name:etymology:wikidata""=>""Q171416"",""oneway""=>""yes"",""psv:lanes""=>""yes|yes|designated"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""","MULTILINESTRING ((431278.387767 4582415.159265, 431317.203799 4582433.865375, 431371.6511 4582461.15089, 431420.171289 4582485.928159), (431420.171289 4582485.928159, 431425.817306 4582488.816964, 431438.872013 4582498.852501))",3,50,yes,,,,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.1789717,41.3906985,eixample_000034,2.2065459625941855,7.0,0.9740069037609523,0.9740069037609523,0.017044653271506668,61.1,0.4762
1017861008,Carrer del Bruc,residential,,,,,,3,"""lanes""=>""3"",""lit""=>""yes"",""maxspeed""=>""30"",""name:ca""=>""Carrer del Bruc"",""name:etymology:wikidata""=>""Q11942739"",""oneway""=>""yes"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""","LINESTRING (430986.286739 4582438.464841, 431003.881222 4582423.808015, 431033.311524 4582393.827632)",3,30,yes,,,,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.1748025,41.3903286,eixample_000035,0.0,6.0,0.5741281139257671,0.5741281139257671,0.27093241261183804,32.46,0.4854
1023582280,Carrer del Consell de Cent,cycleway,,,,,,0,"""crossing""=>""traffic_signals"",""crossing:markings""=>""yes"",""crossing:signals""=>""yes"",""cycleway""=>""crossing"",""est_width""=>""2.5"",""lanes""=>""2"",""lit""=>""yes"",""name:ca""=>""Carrer del Consell de Cent"",""oneway""=>""no"",""segregated""=>""yes"",""surface""=>""asphalt"",""width""=>""1.5""","LINESTRING (431747.638355 4583962.545225, 431741.006394 4583963.118473, 431732.585995 4583963.741898, 431731.376726 4583964.930203)",2,,no,,crossing,1.5,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.1833471,41.4043155,eixample_000036,0.0,6.0,0.5617439337506976,0.5617439337506976,0.28738102704872287,141.39,0.5144
1024819320,Gran Via de les Corts Catalanes,cycleway,,,,,,0,"""lanes""=>""1"",""lit""=>""yes"",""name:ca""=>""Gran Via de les Corts Catalanes"",""name:etymology:wikidata""=>""Q1902969"",""oneway""=>""yes"",""segregated""=>""yes"",""surface""=>""asphalt""","LINESTRING (431475.205793 4583286.766691, 431476.014602 4583287.425209, 431485.894358 4583296.935709, 431550.438783 4583360.1446, 431556.422925 4583365.273077, 431559.396367 4583368.520319, 431560.081133 4583369.324356)",1,,yes,,,,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.1807668,41.3985756,eixample_000037,3.3773299478471275,4.0,0.5837085072430496,0.5837085072430496,0.26857515661738735,9.49,0.4935
1024823719,Gran Via de les Corts Catalanes,cycleway,,,,,,0,"""cycleway:surface""=>""asphalt"",""lanes""=>""1"",""lit""=>""yes"",""name:ca""=>""Gran Via de les Corts Catalanes"",""name:etymology:wikidata""=>""Q1902969"",""oneway""=>""yes"",""segregated""=>""yes"",""surface""=>""asphalt""","LINESTRING (431532.553876 4583396.120378, 431531.372085 4583391.379528, 431460.441654 4583321.214233, 431453.674051 4583314.58326)",1,,yes,,,,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.1804814,41.3988114,eixample_000038,5.257077392659766,7.0,0.5479018808649505,0.5479018808649505,0.29645778303937675,7.49,0.4852
1025476444,Avinguda de la Diagonal,footway,,,,,,0,"""name:ca""=>""Avinguda de la Diagonal""","LINESTRING (429785.589512 4583119.608165, 429901.805612 4583157.364818)",,,,,,,,,,,,,,,,,,,,,,,,,Eixample,2.1607658,41.396724,eixample_000039,6.5468844827261545,4.0,1.0,1.0,0.0,7.61,0.496
1025549389,Passeig de Sant Joan,cycleway,,,,,,10,"""cycleway:surface""=>""asphalt"",""lanes""=>""2"",""layer""=>""1"",""lit""=>""yes"",""motor_vehicle""=>""no"",""name:ca""=>""Passeig de Sant Joan"",""name:etymology:wikidata""=>""Q40662"",""oneway""=>""no"",""segregated""=>""yes"",""surface""=>""asphalt"",""width""=>""2""","LINESTRING (430688.087308 4583322.047519, 430681.052754 4583328.654446, 430642.256001 4583368.230187)",2,,no,,,2,,,asphalt,,yes,,,1,,,,,,,,no,,,Eixample,2.1705667,41.3986549,eixample_000040,0.0,6.0,0.8879474484060295,0.8879474484060295,0.07218612401368527,8.63,0.4956
1025549390,Carrer de València,cycleway,,,,,,0,"""cycleway:surface""=>""asphalt"",""lit""=>""yes"",""name:ca""=>""Carrer de València"",""oneway""=>""yes"",""segregated""=>""yes"",""smoothness""=>""good"",""surface""=>""asphalt"",""width""=>""2""","LINESTRING (430602.817726 4583236.117246, 430612.76581 4583245.648132, 430673.679241 4583303.343831, 430680.304837 4583309.908833, 430680.903739 4583314.832781)",,,yes,,,2,,,asphalt,good,yes,,,,,,,,,,,,,,Eixample,2.1703123,41.3980175,eixample_000041,0.0,4.0,0.5400103603202555,0.5400103603202555,0.30163255060966854,70.33,0.478
1025549391,Carrer de València,cycleway,,,,,,0,"""cycleway:surface""=>""asphalt"",""name:ca""=>""Carrer de València"",""oneway""=>""yes"",""segregated""=>""yes"",""smoothness""=>""good"",""surface""=>""asphalt"",""width""=>""2""","LINESTRING (429977.604804 4582620.694576, 429985.925253 4582628.608236, 430000.700582 4582643.465454, 430019.158534 4582661.318212, 430071.575364 4582713.484137, 430078.014902 4582719.717315)",,,yes,,,2,,,asphalt,good,,,,,,,,,,,,,,,Eixample,2.1630232,41.3925208,eixample_000042,0.0,6.0,0.8371555414784025,0.8371555414784025,0.11187787226674635,17.58,0.4794
1025549392,Passeig de Gràcia (lateral Llobregat),living_street,,,,,,0,"""bicycle""=>""yes"",""cycleway""=>""shared_lane"",""foot""=>""yes"",""lanes""=>""1"",""lit""=>""yes"",""maxspeed""=>""10"",""name:ca""=>""Passeig de Gràcia (lateral Llobregat)"",""name:ru""=>""бульвар Грасиа"",""oneway""=>""yes"",""smoothness""=>""excellent"",""surface""=>""asphalt"",""width""=>""3"",""wikidata""=>""Q1419892"",""wikipedia""=>""ca:Passeig de Gràcia""","LINESTRING (430078.014902 4582719.717315, 430080.925515 4582716.358351)",1,10,yes,,shared_lane,3,,,asphalt,excellent,yes,,,,,,,,,,yes,,yes,,Eixample,2.1636344,41.3929577,eixample_000043,0.0,8.0,0.0,0.0,1.0,54.55,0.5
1025549393,Plaça del Cinc d'Oros,residential,,,,,,3,"""lanes""=>""1"",""lit""=>""yes"",""maxspeed""=>""10"",""name:ca""=>""Plaça del Cinc d'Oros"",""oneway""=>""yes"",""smoothness""=>""good"",""surface""=>""asphalt"",""wikidata""=>""Q1419892"",""wikipedia""=>""ca:Passeig de Gràcia""","LINESTRING (429728.589294 4583105.094327, 429730.485307 4583102.322409, 429731.746243 4583100.444886)",1,10,yes,,,,,,asphalt,good,yes,,,,,,,,,,,,,,Eixample,2.159412,41.3963925,eixample_000044,0.0,6.0,0.0,0.0,1.0,45.23,0.5
1025549397,Passeig de Gràcia (lateral Besòs),living_street,,,,,,0,"""bicycle""=>""yes"",""cycleway""=>""shared_lane"",""foot""=>""yes"",""lanes""=>""1"",""lit""=>""yes"",""maxspeed""=>""10"",""name:ca""=>""Passeig de Gràcia (lateral Besòs)"",""name:etymology:wikidata""=>""Q2741611"",""name:ru""=>""бульвар Грасиа"",""oneway""=>""yes"",""surface""=>""asphalt"",""wikidata""=>""Q1419892"",""wikipedia""=>""ca:Passeig de Gràcia""","LINESTRING (430198.414194 4582636.672299, 430193.78094 4582641.746556)",1,10,yes,,shared_lane,,,,asphalt,,yes,,,,,,,,,,yes,,yes,,Eixample,2.1650384,41.3922579,eixample_000045,0.0,8.0,0.0,0.0,1.0,19.41,0.5
1025549398,Carrer d'Aragó,cycleway,,,,,,0,"""cycleway:surface""=>""asphalt"",""lanes""=>""1"",""lit""=>""yes"",""name:ca""=>""Carrer d'Aragó"",""name:etymology:wikidata""=>""Q4040"",""oneway""=>""yes"",""segregated""=>""yes"",""surface""=>""asphalt"",""width""=>""1.5""","LINESTRING (430791.148333 4583215.851012, 430787.48539 4583212.233169, 430778.40479 4583203.348827, 430775.964263 4583200.796285, 430775.061301 4583199.916685, 430715.218385 4583141.388287, 430697.764863 4583124.223676, 430677.813421 4583104.64038, 430619.5505 4583048.00732, 430617.56714 4583046.061109, 430600.063106 4583028.908313, 430597.725328 4583026.621314, 430587.875546 4583016.911858, 430582.154316 4583011.404145, 430524.104491 4582954.481111, 430505.055996 4582935.866669, 430486.482055 4582917.924996, 430427.354264 4582860.346885, 430425.286455 4582858.323816, 430409.318498 4582842.76663, 430407.411865 4582840.986281, 430397.463605 4582831.522285, 430365.533611 4582800.185951, 430329.138692 4582764.507057, 430327.619465 4582763.02278, 430315.524574 4582751.19242, 430312.325771 4582748.069974, 430295.428318 4582731.544919, 430207.257738 4582645.103003, 430198.414194 4582636.672299)",1,,yes,,,1.5,,,asphalt,,yes,,,,,,,,,,,,,,Eixample,2.1685793,41.3948673,eixample_000046,0.0,8.0,0.5664116676775522,0.5664116676775522,0.28175967913590105,117.99,0.4826
1025549400,Passeig de Sant Joan,cycleway,,,,,,10,"""crossing""=>""traffic_signals"",""crossing:markings""=>""yes"",""crossing:signals""=>""yes"",""cycle_network""=>""ES:BCN"",""cycleway""=>""crossing"",""cycleway:surface""=>""asphalt"",""lanes""=>""2"",""layer""=>""1"",""lit""=>""yes"",""motor_vehicle""=>""no"",""name:ca""=>""Passeig de Sant Joan"",""name:etymology:wikidata""=>""Q40662"",""oneway""=>""no"",""segregated""=>""yes"",""surface""=>""asphalt"",""width""=>""2""","LINESTRING (430791.148333 4583215.851012, 430786.140256 4583221.072812)",2,,no,,crossing,2,,,asphalt,,yes,,,1,,,,,,,,no,,,Eixample,2.1720593,41.3975262,eixample_000047,0.0,6.0,0.0,0.0,1.0,34.94,0.5
1025876539,Avinguda Diagonal (lateral mar),tertiary,,,,,,4,"""bicycle""=>""no"",""cycleway:left""=>""separate"",""cycleway:right""=>""no"",""lanes""=>""1"",""maxspeed""=>""30"",""name:ca""=>""Avinguda Diagonal (lateral mar)"",""oneway""=>""yes"",""smoothness""=>""excellent"",""surface""=>""asphalt"",""wikidata""=>""Q791045"",""wikipedia""=>""ca:Avinguda Diagonal""","LINESTRING (428651.115694 4582750.374885, 428652.382772 4582750.839831, 428753.657506 4582783.040791, 428762.086557 4582785.72252, 428778.285724 4582791.247928)",1,30,yes,,,,,,asphalt,excellent,,,,,,,,,separate,no,,,no,,Eixample,2.1473053,41.3933119,eixample_000048,18.715180897122448,7.0,0.28650798274369305,0.28650798274369305,0.45785583995057133,87.8,0.4779
1025876540,Avinguda Diagonal,cycleway,,,,,,0,"""cycle_network""=>""ES:BCN"",""name:ca""=>""Avinguda Diagonal"",""oneway""=>""yes"",""surface""=>""asphalt""","LINESTRING (428651.115694 4582750.374885, 428654.451396 4582753.73953)",,,yes,,,,,,asphalt,,,,,,,,,,,,,,,,Eixample,2.1465667,41.3931388,eixample_000049,0.0,5.0,0.0,0.0,1.0,23.26,0.4741
