osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,risk_class,risk_probability
52957649,0,0.3785,10,0.5200435013703086,0.6376,116.55,1160.37,116.55,0.0,0.14429299187663502,0.5454545454545454,0.962840147716564,0.7915580384854127,0.31710767182559496,high,1.0
104973428,0,0.6671,10,0.27959229097154475,0.5,166.35,1215.08,166.35,0.0,0.5416494561475975,0.5454545454545454,0.5176541616809146,0.6207324643078833,0.4552338159427526,high,1.0
1447806405,0,1.0,6,0.0,,35.72,287.33,35.72,0.0,1.0,0.18181818181818182,0.0,0.6207324643078833,0.09291618128363012,low,1.0
"[26172545, 33652770, 26172561]",0,0.5174,7,0.3775419182306462,0.2296,126.74,376.44,126.74,0.0,0.335536279774198,0.2727272727272727,0.6990040551618067,0.28504034761018,0.345370832639929,high,1.0
23097345,0,0.8596,8,0.1545690710695837,0.8055,130.7,865.58,130.7,0.0,0.8066914498141265,0.36363636363636365,0.2861785731941599,1.0,0.3563543573528596,medium,0.9939
27805266,0,0.7713,11,0.04743234521697136,0.477,108.21,593.34,108.21,0.0,0.6851163431089082,0.6363636363636364,0.08781912696709497,0.5921787709497206,0.29397570311199867,low,1.0
151214187,0,0.9784,10,0.0,0.5,68.96,615.74,68.96,0.0,0.9702602230483274,0.5454545454545454,0.0,0.6207324643078833,0.18511122205580519,low,1.0
835565681,0,0.7502,12,0.08237338944090328,0.5,164.38,722.36,164.38,0.0,0.6560649869200055,0.7272727272727273,0.15251110002952847,0.6207324643078833,0.44976978975980475,low,1.0
26172575,0,0.5024,6,0.42337966490143175,0.4329,169.76,169.76,170.02,0.0,0.3148836568910918,0.18181818181818182,0.7838708454576183,0.5374301675977654,0.46469185111222056,high,1.0
129413493,0,0.6316,8,0.08449898322154216,0.5566,113.28,113.28,121.01,0.0,0.492771581990913,0.36363636363636365,0.15644655355282597,0.6909993792675356,0.30803794308537197,medium,0.9999
33683282,0,0.854,10,0.0,0.5,37.13,37.13,47.41,0.0,0.7989811372711002,0.5454545454545454,0.0,0.6207324643078833,0.09682698174959785,low,1.0
210592549,0,0.6361,9,0.16023804463038432,0.6414,123.35,123.35,130.5,0.0,0.49896736885584475,0.45454545454545453,0.2966744554161278,0.7962756052141526,0.335968269817496,medium,0.9999
